Model	annotator_1	annotator_2	V	Chambre	Emplacement	Rapport qualité-prix	Ambiance	Personnel
Mistral-Small-3.2-24B-Instruct-2506	annotator_7@mail.com	annotator_11@mail.com	full	0.7650011087492596	0.949711754833813	0.6859780798753892	0.5524084689441624	0.8588979831684604
Mistral-Small-3.2-24B-Instruct-2506	annotator_7@mail.com	annotator_2@mail.com	sample	0.8223812515290141	0.9355211891345718	0.8531481008906004	0.4885230764057217	0.8803879837688772
Mistral-Small-3.2-24B-Instruct-2506	annotator_7@mail.com	annotator_2@mail.com	full	0.7793045037421069	0.9138924437908222	0.7381427655394783	0.447471424633894	0.8889114509828021
Mistral-Small-3.2-24B-Instruct-2506	annotator_5@mail.com	annotator_6@mail.com	sample	0.870529110855086	0.8879487658225261	0.754988003261189	0.6156779040446841	0.9460139741194169
Mistral-Small-3.2-24B-Instruct-2506	annotator_5@mail.com	annotator_6@mail.com	full	0.870529110855086	0.8879487658225261	0.754988003261189	0.6156779040446841	0.9460139741194169
Mistral-Small-3.2-24B-Instruct-2506	annotator_5@mail.com	annotator_9@mail.com	sample	0.881080829997493	0.9344031172953068	0.8069488761785538	0.6107051607069403	0.9484348569196341
Mistral-Small-3.2-24B-Instruct-2506	annotator_5@mail.com	annotator_9@mail.com	full	0.7541002310885395	0.9081877219017402	0.8297727797614436	0.5841229392972758	0.9506011702193639
Mistral-Small-3.2-24B-Instruct-2506	annotator_5@mail.com	annotator_12@mail.com	sample	0.8767546119711273	0.9254312097347112	0.7699228811443201	0.641302859178218	0.936417636303224
Mistral-Small-3.2-24B-Instruct-2506	annotator_5@mail.com	annotator_12@mail.com	full	0.8741731993300195	0.9278699702528875	0.7318818545546829	0.5788251684815164	0.9386567113412975
Mistral-Small-3.2-24B-Instruct-2506	annotator_5@mail.com	annotator_11@mail.com	sample	0.8748214495444024	0.9165552923598984	0.7936343697291108	0.6568375427629319	0.9442714691542634
Mistral-Small-3.2-24B-Instruct-2506	annotator_5@mail.com	annotator_11@mail.com	full	0.8675205414648285	0.8994347207432873	0.8156689392374885	0.6311021027743379	0.9355765946301253
Mistral-Small-3.2-24B-Instruct-2506	annotator_5@mail.com	annotator_2@mail.com	sample	0.8470545453381801	0.9290288106089944	0.7798892616402413	0.6572468016004986	0.9298760383277084
Mistral-Small-3.2-24B-Instruct-2506	annotator_5@mail.com	annotator_2@mail.com	full	0.8470545453381801	0.9290288106089944	0.7798892616402413	0.6572468016004986	0.9298760383277084
Mistral-Small-3.2-24B-Instruct-2506	annotator_6@mail.com	annotator_9@mail.com	sample	0.8422986966656688	0.908270758385504	0.7465197263815547	0.6479658094613165	0.9295361787467927
Mistral-Small-3.2-24B-Instruct-2506	annotator_6@mail.com	annotator_9@mail.com	full	0.720616391372231	0.8938442706389911	0.7338716906533315	0.5594199722541826	0.946104969765251
Mistral-Small-3.2-24B-Instruct-2506	annotator_6@mail.com	annotator_12@mail.com	sample	0.8824512516525526	0.904648701519714	0.7204448431214109	0.6792728620244973	0.9417993290054181
Mistral-Small-3.2-24B-Instruct-2506	annotator_6@mail.com	annotator_12@mail.com	full	0.9054046001157439	0.900672172885266	0.714117304677363	0.598250055879793	0.9506569927882195
Mistral-Small-3.2-24B-Instruct-2506	annotator_6@mail.com	annotator_11@mail.com	sample	0.8920943985151581	0.9104852737428947	0.7669142788304882	0.6583856027513815	0.9376536438063846
Mistral-Small-3.2-24B-Instruct-2506	annotator_6@mail.com	annotator_11@mail.com	full	0.8903253197152108	0.8835508995169318	0.7324889667640289	0.5853085378718331	0.9229471379409202
Mistral-Small-3.2-24B-Instruct-2506	annotator_6@mail.com	annotator_2@mail.com	sample	0.8167415021576263	0.9001765829127486	0.7736536408776413	0.6472891001696593	0.9373798941573415
Mistral-Small-3.2-24B-Instruct-2506	annotator_6@mail.com	annotator_2@mail.com	full	0.8167415021576263	0.9001765829127486	0.7736536408776413	0.6472891001696593	0.9373798941573415
Mistral-Small-3.2-24B-Instruct-2506	annotator_9@mail.com	annotator_12@mail.com	sample	0.8796185104254702	0.9279634887884147	0.7674844765496441	0.7195967211906849	0.9098654878931438
Mistral-Small-3.2-24B-Instruct-2506	annotator_9@mail.com	annotator_12@mail.com	full	0.7532733170183512	0.9119431729367661	0.7485768351831269	0.6557258147087877	0.9344326045669136
Mistral-Small-3.2-24B-Instruct-2506	annotator_9@mail.com	annotator_11@mail.com	sample	0.8667933637488062	0.9254467094210931	0.8220869854254556	0.7403627602348353	0.9441541707797572
Mistral-Small-3.2-24B-Instruct-2506	annotator_9@mail.com	annotator_11@mail.com	full	0.7569696791527191	0.9136391806765097	0.7927242135153207	0.6955967402853088	0.9398210774963387
Mistral-Small-3.2-24B-Instruct-2506	annotator_9@mail.com	annotator_2@mail.com	sample	0.8695161295172025	0.9274636488258854	0.7983481236139516	0.6461138330494219	0.907781292493932
Mistral-Small-3.2-24B-Instruct-2506	annotator_9@mail.com	annotator_2@mail.com	full	0.7526422520291113	0.9162930709482059	0.7903033692810293	0.5998266016134879	0.9234662442681634
Mistral-Small-3.2-24B-Instruct-2506	annotator_12@mail.com	annotator_11@mail.com	sample	0.8844825798193882	0.9289690241295198	0.768457745189714	0.6903320983536568	0.9325334107925797
Mistral-Small-3.2-24B-Instruct-2506	annotator_12@mail.com	annotator_11@mail.com	full	0.9026375179047015	0.8961423077916911	0.7264094928842708	0.627036741917865	0.9118804837536583
Mistral-Small-3.2-24B-Instruct-2506	annotator_12@mail.com	annotator_2@mail.com	sample	0.8572784200998016	0.93101886330372	0.7102924619269345	0.6863378419522186	0.939540258167013
Mistral-Small-3.2-24B-Instruct-2506	annotator_12@mail.com	annotator_2@mail.com	full	0.8288822841329095	0.9129755606805495	0.774448408398778	0.6584599509514659	0.9394777619059148
Mistral-Small-3.2-24B-Instruct-2506	annotator_11@mail.com	annotator_2@mail.com	sample	0.823500079012581	0.945254719251883	0.8173752956648095	0.6882011869609641	0.928208526777259
Mistral-Small-3.2-24B-Instruct-2506	annotator_11@mail.com	annotator_2@mail.com	full	0.8231883641254755	0.9252333181512861	0.7931040150592576	0.6466317150672557	0.9031978056930542
gemma-3-27b-it	annotator_13@mail.com	annotator_3@mail.com	sample	0.8703301090432893	0.8481739049596703	0.7391880927783663	0.7032311144465652	0.9761382440765808
gemma-3-27b-it	annotator_13@mail.com	annotator_3@mail.com	full	0.779324360145085	0.8488083043675018	0.6235386333322004	0.6464863931464766	0.9748724607015575
gemma-3-27b-it	annotator_13@mail.com	annotator_4@mail.com	sample	0.8619748084771905	0.8565641700872091	0.8184327080368463	0.7511436207013961	0.9839114374905313
gemma-3-27b-it	annotator_13@mail.com	annotator_4@mail.com	full	0.7859610912388295	0.8518033616526985	0.7272130076599516	0.7311232253085144	0.9783513022871477
gemma-3-27b-it	annotator_13@mail.com	annotator_10@mail.com	sample	0.8837942548679264	0.8963791061417856	0.7888892913138884	0.5433941760237547	0.9761643485857104
gemma-3-27b-it	annotator_13@mail.com	annotator_10@mail.com	full	0.786567396271014	0.829732125356784	0.5124318019335662	0.5144296330959236	0.9715868879237929
gemma-3-27b-it	annotator_13@mail.com	annotator_8@mail.com	sample	0.8632243507077713	0.842528305878427	0.8075058790614273	0.5492946276397579	0.9739630827499123
gemma-3-27b-it	annotator_13@mail.com	annotator_8@mail.com	full	0.7752040107649745	0.7709714122651886	0.5059372304553403	0.5059182368005105	0.9672647551154193
gemma-3-27b-it	annotator_13@mail.com	annotator_1@mail.com	sample	0.8535614998322274	0.8458233367943887	0.8519931250318626	0.7358980522451409	0.979466168908705
gemma-3-27b-it	annotator_13@mail.com	annotator_1@mail.com	full	0.8395275208103514	0.7883190902407249	0.48140424019393896	0.706929420846159	0.9706846558545108
gemma-3-27b-it	annotator_13@mail.com	annotator_7@mail.com	sample	0.8210700678258308	0.8097357872459001	0.7449172684169679	0.39740902238474174	0.950049837590247
gemma-3-27b-it	annotator_13@mail.com	annotator_7@mail.com	full	0.8099818072543918	0.8168550618290654	0.8407449479186423	0.47028048602646416	0.9596133520573275
gemma-3-27b-it	annotator_13@mail.com	annotator_5@mail.com	sample	0.8642712971166714	0.8406906313029137	0.8203499217740349	0.5875807475885619	0.9707015774601385
gemma-3-27b-it	annotator_13@mail.com	annotator_5@mail.com	full	0.7653429097448391	0.7746013273136446	0.5360310941506427	0.5441786503632253	0.9661393046772921
gemma-3-27b-it	annotator_13@mail.com	annotator_6@mail.com	sample	0.8676149929908908	0.8604435201146311	0.797488072456291	0.5786917252513784	0.9523455683711017
gemma-3-27b-it	annotator_13@mail.com	annotator_6@mail.com	full	0.7710360904269722	0.7943958176975393	0.4714536620628637	0.539686369654116	0.9540740450785081
gemma-3-27b-it	annotator_13@mail.com	annotator_9@mail.com	sample	0.873998608447064	0.8262343376820179	0.8322369533799707	0.5495025734959887	0.9731389251616893
gemma-3-27b-it	annotator_13@mail.com	annotator_9@mail.com	full	0.7460883916929949	0.7816057016744664	0.5102452519260507	0.5231966429538857	0.9610453737717618
gemma-3-27b-it	annotator_13@mail.com	annotator_12@mail.com	sample	0.849381158353271	0.8644791548671217	0.8724088858989082	0.7708844575703426	0.9728792513743969
gemma-3-27b-it	annotator_13@mail.com	annotator_12@mail.com	full	0.7908208842109581	0.8005540761912371	0.8041698941511598	0.7737573707090216	0.9770577983802557
gemma-3-27b-it	annotator_13@mail.com	annotator_11@mail.com	sample	0.85899063688239	0.8254345224631744	0.8151787254931572	0.6525383001829552	0.9761674368320509
gemma-3-27b-it	annotator_13@mail.com	annotator_11@mail.com	full	0.7735709219927629	0.7955538384757289	0.52702382728835	0.6132588606128074	0.9685110052721035
gemma-3-27b-it	annotator_13@mail.com	annotator_2@mail.com	sample	0.868831114744952	0.8374299661786219	0.8223068469215588	0.5435043521919134	0.9544712732400769
gemma-3-27b-it	annotator_13@mail.com	annotator_2@mail.com	full	0.7938714841444202	0.7708003676940762	0.47932248023111623	0.52645715863569	0.9595607303461827
gemma-3-27b-it	annotator_3@mail.com	annotator_4@mail.com	sample	0.9423388340458441	0.9521392759180553	0.7582211863724642	0.8105269184866423	0.9753448618692151
gemma-3-27b-it	annotator_3@mail.com	annotator_4@mail.com	full	0.9459692448983724	0.9387996385459526	0.7167188060362448	0.7224756540315341	0.9664159596209407
gemma-3-27b-it	annotator_3@mail.com	annotator_10@mail.com	sample	0.9486200776502842	0.9072427220129272	0.8271085058828443	0.6552163933721215	0.9781526025634976
gemma-3-27b-it	annotator_3@mail.com	annotator_10@mail.com	full	0.9369840857546143	0.8435372173110569	0.7501530561351911	0.6351272487231987	0.974750811938687
gemma-3-27b-it	annotator_3@mail.com	annotator_8@mail.com	sample	0.9711534741210902	0.9639472353684456	0.8433916219512543	0.7518390363659025	0.9803598057367325
gemma-3-27b-it	annotator_3@mail.com	annotator_8@mail.com	full	0.9667485149798705	0.8990534034069128	0.7652252243212367	0.7458151467674586	0.9814037955470449
gemma-3-27b-it	annotator_3@mail.com	annotator_1@mail.com	sample	0.9568049051952722	0.9657398850076077	0.7620247003476827	0.8642373919812174	0.9837976838226513
gemma-3-27b-it	annotator_3@mail.com	annotator_1@mail.com	full	0.8772304391768144	0.8995734480034624	0.6783206204379769	0.7909631913065731	0.9804905143304431
gemma-3-27b-it	annotator_3@mail.com	annotator_7@mail.com	sample	0.850169760640098	0.9386043080414979	0.8103142894135779	0.454480522937518	0.9540258776085296
gemma-3-27b-it	annotator_3@mail.com	annotator_7@mail.com	full	0.7649398653136792	0.9381775803250021	0.682969448191798	0.5005942039979567	0.9559383057571899
gemma-3-27b-it	annotator_3@mail.com	annotator_5@mail.com	sample	0.9604652530490269	0.9621393679952044	0.8549253374152166	0.7617591666015241	0.9748814006311006
gemma-3-27b-it	annotator_3@mail.com	annotator_5@mail.com	full	0.9544474366672092	0.8918331936443424	0.7685316232761835	0.7113297551541632	0.9758840613332238
gemma-3-27b-it	annotator_3@mail.com	annotator_6@mail.com	sample	0.9183293141170306	0.9495296797392807	0.707942193353349	0.6488284531353898	0.9584935085147896
gemma-3-27b-it	annotator_3@mail.com	annotator_6@mail.com	full	0.9181827444393953	0.8885124489913623	0.6371203936451558	0.6476682985680855	0.9570420566789367
gemma-3-27b-it	annotator_3@mail.com	annotator_9@mail.com	sample	0.9704143304604922	0.949424936618024	0.7873757536852689	0.7209886385550847	0.9731825928576402
gemma-3-27b-it	annotator_3@mail.com	annotator_9@mail.com	full	0.7742135965824563	0.9001276594993499	0.7470341606513266	0.6991074405969585	0.9708396598947879
gemma-3-27b-it	annotator_3@mail.com	annotator_12@mail.com	sample	0.9336553864135179	0.9523174419387335	0.7194989830343135	0.8098267115608303	0.9770669246195528
gemma-3-27b-it	annotator_3@mail.com	annotator_12@mail.com	full	0.9369476727943497	0.8861815064917778	0.6878926597762727	0.7348846412717358	0.9780358097108859
gemma-3-27b-it	annotator_3@mail.com	annotator_11@mail.com	sample	0.9641045872005045	0.9589819267855677	0.817837343606375	0.8257441557504899	0.9826243123619358
gemma-3-27b-it	annotator_3@mail.com	annotator_11@mail.com	full	0.9533234900650633	0.916822703243858	0.7199778243745518	0.80474889195303	0.9804905143304431
gemma-3-27b-it	annotator_3@mail.com	annotator_2@mail.com	sample	0.9595194013768298	0.95941177163938	0.7907415140306548	0.7312482504466672	0.9694748087698823
gemma-3-27b-it	annotator_3@mail.com	annotator_2@mail.com	full	0.9513596736231992	0.9008441265322036	0.7084189270437831	0.7243019497545855	0.9669946958509623
gemma-3-27b-it	annotator_4@mail.com	annotator_10@mail.com	sample	0.9306270708130657	0.9064160617505835	0.8243478814870336	0.6421313395018093	0.9689603751411652
gemma-3-27b-it	annotator_4@mail.com	annotator_10@mail.com	full	0.9243005568979231	0.8481555771545923	0.6015750803824569	0.5924705936034194	0.963152984065615
gemma-3-27b-it	annotator_4@mail.com	annotator_8@mail.com	sample	0.9441206951535277	0.939557620070037	0.7982895401403599	0.6856371745493981	0.9710408611576351
gemma-3-27b-it	annotator_4@mail.com	annotator_8@mail.com	full	0.9486425759773249	0.8841671708811731	0.5996109126758691	0.6302429336909248	0.9631483285385865
gemma-3-27b-it	annotator_4@mail.com	annotator_1@mail.com	sample	0.9479443862547863	0.9521948000719755	0.7894250892571835	0.8033759372061667	0.9806722218675752
gemma-3-27b-it	annotator_4@mail.com	annotator_1@mail.com	full	0.8743007436334027	0.9028302667546916	0.5526419981431508	0.7260923210496526	0.970792274248615
gemma-3-27b-it	annotator_4@mail.com	annotator_7@mail.com	sample	0.8391028163356427	0.9250461967752209	0.7521354124544023	0.448283394537449	0.9474751363684686
gemma-3-27b-it	annotator_4@mail.com	annotator_7@mail.com	full	0.7575293309326363	0.9347337570180196	0.8211511662269453	0.5069373144002308	0.9491985265033482
gemma-3-27b-it	annotator_4@mail.com	annotator_5@mail.com	sample	0.9332301648807416	0.9413653941345822	0.811710522554574	0.6849639805419866	0.9699968246878933
gemma-3-27b-it	annotator_4@mail.com	annotator_5@mail.com	full	0.9398156713290525	0.8913869243282552	0.5927895990929088	0.6131375709331937	0.9620575808116587
gemma-3-27b-it	annotator_4@mail.com	annotator_6@mail.com	sample	0.9249830761454348	0.9594944453312473	0.7588834332959368	0.6481351596055738	0.9454483118999204
gemma-3-27b-it	annotator_4@mail.com	annotator_6@mail.com	full	0.9195106300286395	0.9079064124147983	0.5371256956260049	0.5900018597973455	0.94367714171938
gemma-3-27b-it	annotator_4@mail.com	annotator_9@mail.com	sample	0.9399961881102327	0.9412763019192031	0.8247385839750689	0.6763057424156065	0.978558249766476
gemma-3-27b-it	annotator_4@mail.com	annotator_9@mail.com	full	0.7722267475385506	0.9054958912706191	0.5990333924376647	0.6284236765489145	0.9589785576567295
gemma-3-27b-it	annotator_4@mail.com	annotator_12@mail.com	sample	0.9429678928663893	0.9478185070304969	0.7902228792123935	0.8334532602037154	0.9656623538853326
gemma-3-27b-it	annotator_4@mail.com	annotator_12@mail.com	full	0.9585587009954833	0.9037520337816193	0.8356102764864483	0.7918313906030674	0.9707871149176033
gemma-3-27b-it	annotator_4@mail.com	annotator_11@mail.com	sample	0.947681749682059	0.9436250026659613	0.8222895920362058	0.7470105382779612	0.9796122054232392
gemma-3-27b-it	annotator_4@mail.com	annotator_11@mail.com	full	0.9459833558921509	0.9112609335948443	0.5909498639182869	0.7049439384164271	0.9664644233400886
gemma-3-27b-it	annotator_4@mail.com	annotator_2@mail.com	sample	0.9272305296684686	0.9296195752864816	0.8024854441424327	0.6392868756350796	0.9518989652097053
gemma-3-27b-it	annotator_4@mail.com	annotator_2@mail.com	full	0.9297522261224758	0.8897314153955739	0.5561784844706649	0.6215586455870143	0.9491186900509826
gemma-3-27b-it	annotator_10@mail.com	annotator_8@mail.com	sample	0.9450137647391733	0.9023443981436395	0.8534051377200984	0.6982823002188846	0.9803064485763581
gemma-3-27b-it	annotator_10@mail.com	annotator_8@mail.com	full	0.9450137647391733	0.9023443981436395	0.8534051377200984	0.6982823002188846	0.9803064485763581
gemma-3-27b-it	annotator_10@mail.com	annotator_1@mail.com	sample	0.928863429484272	0.8953703243470494	0.8097141753796215	0.6757723373819116	0.9729912587855261
gemma-3-27b-it	annotator_10@mail.com	annotator_1@mail.com	full	0.8421574500434721	0.8930102011465199	0.8051325356267329	0.6416423789234911	0.9728628450499465
gemma-3-27b-it	annotator_10@mail.com	annotator_7@mail.com	sample	0.8364411099412513	0.865369174011375	0.8253705128885418	0.4930610369723905	0.958103840185803
gemma-3-27b-it	annotator_10@mail.com	annotator_7@mail.com	full	0.7492153167700352	0.8251863641569857	0.5574621844959387	0.4876134997739985	0.9614389453354056
gemma-3-27b-it	annotator_10@mail.com	annotator_5@mail.com	sample	0.9361242839264319	0.8986966419533072	0.8434814312965181	0.6903968159304216	0.9791662290274589
gemma-3-27b-it	annotator_10@mail.com	annotator_5@mail.com	full	0.9361242839264319	0.8986966419533072	0.8434814312965181	0.6903968159304216	0.9791662290274589
gemma-3-27b-it	annotator_10@mail.com	annotator_6@mail.com	sample	0.9156688079767364	0.909357519459666	0.7787934093065677	0.7309313583337003	0.9603238035427281
gemma-3-27b-it	annotator_10@mail.com	annotator_6@mail.com	full	0.9156688079767364	0.909357519459666	0.7787934093065677	0.7309313583337003	0.9603238035427281
gemma-3-27b-it	annotator_10@mail.com	annotator_9@mail.com	sample	0.9460748402653825	0.876285631561727	0.8511917224507755	0.5945327745320467	0.9689603751411652
gemma-3-27b-it	annotator_10@mail.com	annotator_9@mail.com	full	0.7454690150691933	0.8574802352121412	0.8237546555873758	0.5631453532621115	0.97193769763379
gemma-3-27b-it	annotator_10@mail.com	annotator_12@mail.com	sample	0.9165198510000397	0.920883643296064	0.787955701467179	0.6482583730191495	0.9725854339803577
gemma-3-27b-it	annotator_10@mail.com	annotator_12@mail.com	full	0.9279335097624362	0.9154086170597466	0.6046352504534726	0.6185674910507168	0.9725295541220379
gemma-3-27b-it	annotator_10@mail.com	annotator_11@mail.com	sample	0.9415671464152602	0.879585163650416	0.864017943187412	0.6611672009308511	0.9782901602213943
gemma-3-27b-it	annotator_10@mail.com	annotator_11@mail.com	full	0.938723551300794	0.8724130717619786	0.869001681888823	0.673855909796051	0.9750445261269506
gemma-3-27b-it	annotator_10@mail.com	annotator_2@mail.com	sample	0.9459947100845311	0.8925467372715287	0.8570150280664084	0.6467039730975049	0.9713809213253799
gemma-3-27b-it	annotator_10@mail.com	annotator_2@mail.com	full	0.9459947100845311	0.8902806546522399	0.8531255045175832	0.6518034970961383	0.9702798747693702
gemma-3-27b-it	annotator_8@mail.com	annotator_1@mail.com	sample	0.9586252989364609	0.9551008516155828	0.835427165380289	0.7237483513122137	0.9816394533508648
gemma-3-27b-it	annotator_8@mail.com	annotator_1@mail.com	full	0.8740305947348395	0.947745751949104	0.8429869368150578	0.6900230624314814	0.9815550095133546
gemma-3-27b-it	annotator_8@mail.com	annotator_7@mail.com	sample	0.8486213011458125	0.9428477589021169	0.7887888489085725	0.4994191686271011	0.9671645229293664
gemma-3-27b-it	annotator_8@mail.com	annotator_7@mail.com	full	0.7545414836590932	0.8844241952792855	0.5571014270322634	0.5635367098946684	0.9595083918754714
gemma-3-27b-it	annotator_8@mail.com	annotator_5@mail.com	sample	0.9640406341872472	0.961999183986592	0.909302868882309	0.7446015650984044	0.9901615374811285
gemma-3-27b-it	annotator_8@mail.com	annotator_5@mail.com	full	0.9640406341872472	0.961999183986592	0.909302868882309	0.7446015650984044	0.9901615374811285
gemma-3-27b-it	annotator_8@mail.com	annotator_6@mail.com	sample	0.9254628878416892	0.9475152118977941	0.7644736848964019	0.637285528429223	0.9606017543623613
gemma-3-27b-it	annotator_8@mail.com	annotator_6@mail.com	full	0.9254628878416892	0.9475152118977941	0.7644736848964019	0.637285528429223	0.9606017543623613
gemma-3-27b-it	annotator_8@mail.com	annotator_9@mail.com	sample	0.9578301446533075	0.9392375004287585	0.8438892768502918	0.739059448799842	0.9775335964096896
gemma-3-27b-it	annotator_8@mail.com	annotator_9@mail.com	full	0.7709807790873613	0.9208155086927151	0.8253812904931647	0.6918709637357257	0.974065469467524
gemma-3-27b-it	annotator_8@mail.com	annotator_12@mail.com	sample	0.9354995533816829	0.9502393728642168	0.78784299623751	0.657364524329001	0.9792239309143901
gemma-3-27b-it	annotator_8@mail.com	annotator_12@mail.com	full	0.9378627946789042	0.9520500573074395	0.6025634994694719	0.6144054872610746	0.9704428777115174
gemma-3-27b-it	annotator_8@mail.com	annotator_11@mail.com	sample	0.9604583445379504	0.9486580205153929	0.8728970996919271	0.7491240259547708	0.9848016419175583
gemma-3-27b-it	annotator_8@mail.com	annotator_11@mail.com	full	0.9594381334745941	0.9337223984154712	0.8657109318301784	0.7643643195898596	0.9859062836260255
gemma-3-27b-it	annotator_8@mail.com	annotator_2@mail.com	sample	0.9541323050750516	0.9577886856460722	0.8651970075217635	0.7976021614932459	0.9760134011863238
gemma-3-27b-it	annotator_8@mail.com	annotator_2@mail.com	full	0.9523299893743633	0.9570064498075841	0.8651970075217635	0.7861716773369916	0.974924962328149
gemma-3-27b-it	annotator_1@mail.com	annotator_7@mail.com	sample	0.8450153879506885	0.9437163460301918	0.7476342617231146	0.4254237267216647	0.9600946441512156
gemma-3-27b-it	annotator_1@mail.com	annotator_7@mail.com	full	0.8343445310015506	0.9025339469817333	0.5125161568769396	0.49548082675421146	0.9523014177216783
gemma-3-27b-it	annotator_1@mail.com	annotator_5@mail.com	sample	0.957125572119774	0.9569078525822386	0.8482119071134787	0.7814291237631441	0.9784034714864062
gemma-3-27b-it	annotator_1@mail.com	annotator_5@mail.com	full	0.8667827888350034	0.9531682610600367	0.8411508498282898	0.7516841459666296	0.9782990019575077
gemma-3-27b-it	annotator_1@mail.com	annotator_6@mail.com	sample	0.9280693477256325	0.9533728898243989	0.8091128591500465	0.661035296583864	0.9558418939194581
gemma-3-27b-it	annotator_1@mail.com	annotator_6@mail.com	full	0.8428498183304407	0.9532276896535107	0.792938231773506	0.6383294434819794	0.9555858398906836
gemma-3-27b-it	annotator_1@mail.com	annotator_9@mail.com	sample	0.9594905886953966	0.9545317889033877	0.8480270861474402	0.6732104877714602	0.9806722218675752
gemma-3-27b-it	annotator_1@mail.com	annotator_9@mail.com	full	0.856167980542683	0.9305032834414114	0.8278471373540955	0.6558552159699215	0.9773133842378823
gemma-3-27b-it	annotator_1@mail.com	annotator_12@mail.com	sample	0.9478734794242694	0.9507771548923488	0.8416731459939581	0.8093099122782773	0.9762286847486847
gemma-3-27b-it	annotator_1@mail.com	annotator_12@mail.com	full	0.8739549247511351	0.9415635523665331	0.5447670849825416	0.7566109222021551	0.969594629938887
gemma-3-27b-it	annotator_1@mail.com	annotator_11@mail.com	sample	0.9553708553530964	0.9623717022736465	0.835436362248522	0.8125130062568579	0.9859490407078249
gemma-3-27b-it	annotator_1@mail.com	annotator_11@mail.com	full	0.8737951289690303	0.9492286669264952	0.84248221897971	0.7801071759998932	0.9826655432815328
gemma-3-27b-it	annotator_1@mail.com	annotator_2@mail.com	sample	0.9468550311982048	0.9557895994298719	0.8488530245880062	0.7286391884212986	0.9623326460871077
gemma-3-27b-it	annotator_1@mail.com	annotator_2@mail.com	full	0.870010622761336	0.9531200824853308	0.8402572906917362	0.7180823135590182	0.9610277817732548
gemma-3-27b-it	annotator_7@mail.com	annotator_5@mail.com	sample	0.8293536935842402	0.9356272419554003	0.8134029816394669	0.4079251436914113	0.9703642736983905
gemma-3-27b-it	annotator_7@mail.com	annotator_5@mail.com	full	0.742230200449827	0.88261784769826	0.5559730320082298	0.4487917010651223	0.9626830519847847
gemma-3-27b-it	annotator_7@mail.com	annotator_6@mail.com	sample	0.8014651450019834	0.9159537793337901	0.7292499616576366	0.4599658083705633	0.9509020003577605
gemma-3-27b-it	annotator_7@mail.com	annotator_6@mail.com	full	0.7197319209610762	0.8793864127864136	0.4792965923337056	0.4442145778878059	0.960792725985597
gemma-3-27b-it	annotator_7@mail.com	annotator_9@mail.com	sample	0.8523244206982363	0.9603844533048073	0.7810144237587311	0.517744168818392	0.9562142959182075
gemma-3-27b-it	annotator_7@mail.com	annotator_9@mail.com	full	0.7792268107107364	0.9321852806823776	0.5486513523137245	0.5983623665074869	0.9471400399738986
gemma-3-27b-it	annotator_7@mail.com	annotator_12@mail.com	sample	0.8594391819267219	0.927940129876895	0.7443132454863859	0.45676163302430384	0.9615311254024931
gemma-3-27b-it	annotator_7@mail.com	annotator_12@mail.com	full	0.7603058491033352	0.8807832389945941	0.8294708013937513	0.5013622614826202	0.9558457089684057
gemma-3-27b-it	annotator_7@mail.com	annotator_11@mail.com	sample	0.833273757625303	0.9433144113272859	0.8115692071170065	0.4298889967950392	0.9631194333559796
gemma-3-27b-it	annotator_7@mail.com	annotator_11@mail.com	full	0.7441838073992897	0.9170734231901733	0.5470808202519878	0.5005590056540279	0.9500975489466532
gemma-3-27b-it	annotator_7@mail.com	annotator_2@mail.com	sample	0.8421740212519233	0.9392360679462843	0.792836174298183	0.4695891605313022	0.9576638398340203
gemma-3-27b-it	annotator_7@mail.com	annotator_2@mail.com	full	0.7612433905738607	0.9035691249105909	0.5225882065964642	0.5480752253684457	0.955267282823854
gemma-3-27b-it	annotator_5@mail.com	annotator_6@mail.com	sample	0.9337091029343145	0.9493252581259125	0.7555283198847481	0.67188438401224	0.9659948046463793
gemma-3-27b-it	annotator_5@mail.com	annotator_6@mail.com	full	0.9337091029343145	0.9493252581259125	0.7555283198847481	0.67188438401224	0.9659948046463793
gemma-3-27b-it	annotator_5@mail.com	annotator_9@mail.com	sample	0.9492184022834385	0.9392375004287585	0.8648305071883352	0.6205972195144701	0.9743312954904539
gemma-3-27b-it	annotator_5@mail.com	annotator_9@mail.com	full	0.7547504142276298	0.9172057416450003	0.823633581314515	0.6012091543873906	0.9729978066838051
gemma-3-27b-it	annotator_5@mail.com	annotator_12@mail.com	sample	0.9251997328504051	0.9466180039777713	0.7896211225796036	0.6863558415690204	0.9715229307149336
gemma-3-27b-it	annotator_5@mail.com	annotator_12@mail.com	full	0.9272830222992984	0.9466180039777713	0.6123521856066347	0.6390684789506985	0.9648956531589977
gemma-3-27b-it	annotator_5@mail.com	annotator_11@mail.com	sample	0.956653427644321	0.9486580205153929	0.8988689856899086	0.7402748701812916	0.9793655026396608
gemma-3-27b-it	annotator_5@mail.com	annotator_11@mail.com	full	0.9522152023276305	0.9319172106609467	0.8756102202530733	0.7368838579298839	0.9782990019575077
gemma-3-27b-it	annotator_5@mail.com	annotator_2@mail.com	sample	0.9490362196665852	0.9505603618584122	0.8787452508754431	0.754040414854743	0.97701078547866
gemma-3-27b-it	annotator_5@mail.com	annotator_2@mail.com	full	0.9472324806663772	0.9479729707152171	0.8787452508754431	0.7542104294153275	0.9759176845418496
