ID_Review	Sentences	EMPLACEMENT	SERVICE	NOURRITURE	AMBIANCE	RAPPORT QUALITÉ-PRIX
g196627-d2693443-r224617462	"Je passe sur le temps,1h30 pour un repas simple. Une carte hyper simple mais une serveuse complètement perdue. Des erreurs de prise de commande et une patronne qui refuse de changer les plats sous prétexte qu'elle ne va pas jeter l'assiette et qu'elle l'a fait avec amour mdr. Apparemment il n'est pas question de perdre de l'argent dans ce restaurant et elle invente des prétextes encensés pour faire passer la pilule.Toute la salle est de mon avis et en colère. Des anglais sur la terrasse paye avant la fin et s'en vont. Je vous passe les ""prises de bec"" avec la patronne pour lui faire comprendre que sa réaction est intolérable et non commerçante. Sur un menu enfant qui n'a jamais été demandé, elle a le culot de m'annoncer lors de l'addition, qu'elle m'offre la 2eme boule de glace alors que dans le menu enfant la glace n'a qu'une boule....(sans commentaire). Restaurant a ne pas conseiller et surtout à bannir afin d’éviter que la profession de la restaurant ne soit bafouée par ce genre de pseudo restaurateur qui devrait penser à changer de métier."	0	1	1	0	0
g196627-d2707641-r283795278	Un cadre très rose mais agréable pour des dîners en couple ou entre amis. Des assiettes très bien présentées et un bon accueil avec des personnes souriantes.	0	1	1	1	0
g196627-d3589693-r226968990	"Mais comment peux on mettre 5 étoiles à un resto ""asiatique"" ou tout n'est que du réchauffé, décongelé provenant de métro ou promocash. Il y a même des frites et des nuggets ! Vraiment très dépaysant ! Bref tres bien pour prendre un plateau a emporter (10€) et manger ça devant la télé. Si vous cherchez un Restaurant, passez votre chemin !"	0	0	1	0	0
g196627-d7394151-r283518422	Accueil chaleureux, arrière salle voûtée magnifique (ancien rempart de la ville), très bonne cuisine, grillades au feu de bois casiement sous nos yeux, produits de qualité et prix raisonnable. A ne surtout pas manquer.	0	1	1	1	1
g196673-d1116913-r280920040	l'accueil est agréable; la cuisine correcte, les prix raisonnables, bref c'est bien mais est-ce le nombre de gens, la salle, ... il manque un petit quelque chose pour s'enthousiasmer. correct. mais une impression d'inachevé.	0	1	1	1	1
g196673-d2375036-r163951874	Nous y sommes, plat du jour tagliatelles aux fruits de mer, produits frais mais certains caoutchouteux, le service et l'accueil très moyen, saint Jacques bonnes mais riz très sec, bref certainement mieux ailleurs!	0	1	1	0	0
g196673-d3328382-r281089862	Nous avons découvert avec par hasard ce cabanon de plage et ce fut une excellente surprise: un accueil des plus chaleureux, des plats très corrects, une ambiance lounge-beach pas surfaite. On voit que l'équipe prend du plaisir à travailler dans ce lieu magique. Ce sera notre incontournable à Cassis!	1	1	1	1	0
g196673-d4476622-r283694730	Très bonne table dans une ruelle derrière le port donc sans avoir le défilé des touristes qui regardent votre assiette. On trouve dans ce restaurant une cuisine provençale parfumée, présentée très joliment et en quantité généreuse. Le service est très correct Nous avons passé un très bon moment et nous vous recommandons l'endroit.	1	1	1	0	0
g196673-d7177523-r272503336	Nous sommes venus à 2 avec notre bébé de 2 mois en poussette. On nous a calé dans un coin du restaurant que nous avons fini par quitter après 20 minutes sans que personne ne soit venu nous apporter ne serait-ce qu'une carafe d'eau.	0	1	0	0	0
g219217-d1337718-r286688555	J'ai mangé avec des amis dans ce restaurant et je trouve que la qualité des produits se sont serieusement dégradé, la salade d'accueil comporte 2 feuilles, le plat principal et le dessert sont baclés dans la présentation. De plus, l'accueil de la part du patron est froid contrairement aux serveurs très gentils. La vaisselle est démodée.	0	1	1	0	0
g219217-d2009926-r280673698	Nous avons pris l'apéritif en terrasse. Les serveuses étaient plutôts agréables mais pas une cacahuète ou une olive à l'heure de l'apéritif malheureusement, pas d'assiette apéritive non plus. Incompréhensible pour un bar restaurant...	0	1	1	0	0
g219217-d2032842-r108504415	Comment peut-on appeler ça un restaurant ? Un accueil et un service déplorables, une cuisine médiocre n'ayant rien à envier au manque de fraîcheur du buffet notamment. La prochaine fois que nous serons de passage à Albertville, nous essaierons un autre restaurant, quelqu'un peut-il nous en conseiller un ???	0	1	1	0	0
g219217-d3346923-r275947790	Dans cet établissement je me suis sentie chez moi ayant eu un restaurant du même genre. Une cuisine savoureuse faite avec amour, j'y retourne dés que je peux pour moi c'est un vrai restaurant 	0	0	1	1	0
g219217-d4229656-r261911356	nous sommes venus à 14 personnes pour l'anniversaire de mon copain. Nous sommes arrivées vers 20h-21h. nous avons tous très bien mangés. La carte est très large, de bons plats chauds et bons ! nous avons commandé pour l'apéro 5 bouteilles de champagne + 4 bouteilles de vins au diner + digestifs + cafés. aucun geste commercial au paiement, rien d'offert ni de proposé...??! en plus, une des personnes à commander un tartare, elle a été servi 10 minutes après tout le monde.. c'est un plat froid pourtant. c'est bien dommage !	0	1	1	0	0
g3160517-d4878664-r274705721	"Nous arrivons à 5 pour déjeuner dimanche dernier aux alentours de 13h30. C'est la fin de service. Entrée : friture d'éperlan froide pour l'un d'entre nous. Trois cocottes de moules marinières arrivent à table, à l'ouverture, les moules de l'une d'entre elles sont recouvertes de tomates et pas les autres. Nous demandons au serveur si cela est normal. Après vérification, il revient en nous disant qu'il s'agit de décoration. Certaines moules sont trop cuites d'autres pas assez. Les frites ont goût d'huile. Au milieu de ma cocotte de moule marinière j'ai la désagréable surprise de trouver un demi citron, peau comprise, déchiqueté. Je demande au serveur s'il n'y a pas un souci. Il revient après vérification en me disant qu'il s'agit de la recette des moules marinières. Je demande à voir le responsable. Il arrive et quand je lui fait part de mon mécontentement me demande de ""baisser d'un ton"". Nous cessons immédiatement le repas. La note qui nous est présentée est défalquée d'une cocotte alors que plus personne ne souhaite manger ces moules douteuses. Nous nous ferons ensuite de nouveau insulter par le responsable avant qu'il accepte d'encaisser nos boissons et de nous laisser partir. Nous ne nous attendions pas à de la grande cuisine dans cet endroit très touristique mais nous aurions néanmoins apprécié de pouvoir déjeuner sans mettre notre santé en danger et sans nous faire manquer de respect par dessus le marché! Allez chez les concurrents ils sont très nombreux dans le coin!!!!"	0	1	1	0	1
g580171-d1332791-r285855067	Premiere fois dans ce restaurant dont on nous disait pourtant du bien. Les plats proposés sont originaux, les saveurs intéréssantes mais le rapport qualité prix n'est pas au rendez vous. 18,50 € un risotto, où j'ai cherché du saumon fumé pourtant annoncé, que je n'ai hélas pas trouvé, c'est bien trop cher aussi bon soit il. On a payé le cadre coloré et le port touristique de la Cotinière. Si il n'y avait que cela ça aurait pu aller mais le service a été catastrophique. La jeune demoiselle blonde qui nous a servi n'est absolument pas du metier. La prise de commande par le patron est venue bien longtemps après la fin de l'apéritif, et le pire a été le service du vin quand nous avions presque fini notre plat. Intolérable. Malgré une cuisine gouteuse nous n'y retournerons pas.	1	1	1	1	1
g580171-d3845482-r257213400	Restaurant très sympa. Petite salle ambiance plage Oléronaise. Deco et tables raffinées (nappes et serviettes en tissus...). Personnel très souriant et chaleureux. Menus un peu chers mais très bons. Cela dit pour du tout fait maison avec des produits frais de très bonne qualité cela reste très intéressant. Plats copieux et bien présentés. Très bons, surtout les desserts (excellents). Coctails très bons mais un peu cher pour la quantité (5/8€) Restaurant ouvert hors saison.	0	1	1	1	1
g580173-d3501761-r272950033	Terrasse à l'ombre des arbres très agréable , jolies assiettes, poissons bien préparés, belle décoration et service sympathique. N'hésitez pas.	0	1	1	1	0
g656502-d3171612-r281589263	L'adresse est trompeuse, le restaurant n'est pas à Castelnaudary mais dans un petit village juste après. Appelez la patronne pour savoir, elle est adorable. Et faites le détour, pour un cassoulet top et généreux. Avec un petit verre de Minervois. ET un petit fois gras juste avant. Ce n'est pas pour le régime. Mais quand on mange bien et bon, on ne grossit pas. C'est une halte agréable, pour nous qui revenions de Bordeaux et rentrions dans le Sud Est (la patronne reconnaitra sans doute !). Nous avons passé une bonne fin de soirée ... ou de nuit. Merci.	1	1	1	0	0
g656502-d3431912-r272503140	accueil sympathique, cuisine de très bonne qualité mais parfois la main est un peu lourde sur le sel, petit problème rectifié depuis. Nous recommandons!	0	1	1	0	0
g656502-d4431469-r222430915	"Un cassoulet franchement ""infect"", qui fait honte au nom porté par le restaurant et pour un soi-disant ""restaurant traditionnel servant une cuisine de Chef faite à partir de produit brut"" (sic) ... qualifié de ""Cassoulet fait Maison"" !. Patron venu nous voir en début de service, nous étions les premiers clients ayant eu le courage de s'installer à sa terrasse, alors que les tables des terrasses des restaurants voisins étaient occupées...Premiers arrivés, avant derniers à pouvoir obtenir l'addition, après appel. A éviter tant pour la cuisine que pour le service. Lamentable. Une belle erreur de choix de notre part. Ne faites pas comme nous !"	0	1	1	0	0
g656502-d4431469-r237538947	"Repas totalement décevant et cher! Pour deux entrées, deux plats et deux desserts à la carte avec une bouteille de vin nous avons trouvé le repas assez cher pour Castelnaudary (92€). En plus tout provenait de conserves ou il s'agissait de plat surgelés... Je déconseille totalement ce ""restaurant""."	0	0	1	0	1
g656502-d7337314-r271147108	Bien situé. Service gentil. Pizza honnêtes mais éviter le tiramisu. Attention la bière est italienne...	1	1	1	0	0
g660465-d2259425-r282891879	Un lieu à connaitre !. Cuisine excellente avec de la recherche. Bravo pour le chef et la patissière ; nous reviendrons pour la langue de Bœuf !	0	0	1	0	0
g660465-d3531828-r267383919	Très bonne cuisine traditionnelle dans un endroit typique. Mais c'est cher . Nous n'avons pris qu'un plat. Dommage pour ce petit restaurant sympa. Mais il y en a d'autres aussi bons et moins chers.	0	0	1	1	1
g660465-d5932339-r281681321	Le repas est juste indécent! Rien de bon même la pomme de terre n'était pas cuite! Ne surtout pas y aller pour bien manger, par contre on se laisse bien embarquer dans l'ambiance de ces années là. Il ne faut par contre pas demander autre chose que le registre du patron, sinon on vous dit d'aller acheter le cd 	0	0	1	1	0
g1079435-d3498474-r271346275	Un service passable .. Des plats surcuits, des sauces figées dans leur pot (on se demande si elles n'étaient pas sur d'autres tables avant de nous être servies) , le prix est correct mais le goût n'est pas au rendez vous ... très déçu par ce resto	0	1	1	0	1
g1080298-d1332050-r275655485	Nous avons bien aimé l'ambiance, sur la promenade principale de Narbonne-Plage, et la qualité du service. Nous reviendrons!	1	1	0	1	0
g1080298-d4701165-r281527562	on s'attendait à mieux (attente, qualité moyenne). Pas mal, mais sans plus. Nous ne pensons pas y retourner 	0	1	1	0	0
g1080559-d3686505-r151173923	Une adresse à garder pour soi vue imprenable sur l hippodrome et le golf pensez à réserver en bas près des baies vitrées la cuisine et bonne et en plus le service est avec le sourire	1	1	1	0	0
g1080574-d1337519-r211045323	Une petite dame nous accueille sans le sourire mais surtout sans enthousiasme, ça devait l'énerver d'avoir des clients un mardi soir .... 3 tables. Bref, passons .... On commande quand même, lasagnes pâteuses, avec beaucoup de fromage sans saveur sur le dessus, ce qui atténuait l'acidité du concentré de tomates ... ! Dessert tout sauf maison .... ! Je ne conseille vraiment pas, même si votre frigo est vide et que les autres restau d'à côté sont pleins et que vous ne savez pas où aller ..... Il vaut encore mieux aller au Mc Do !	0	1	1	0	0
g1582538-d3877732-r250915172	Vraiment très agréablement surpris! Le menu du jour est très bon et bien servi! toujours très original, on y goutte des plats qu'on ne verra pas autre part. La table des desserts donne vraiment envie, on vous y coupe une bonne part de tarte gourmande ou de gâteau frais, fait maison! On se sent un peu comme à la maison avec la qualité bien relevée! Et l'équipe est adorable! Y aller également pour la terrasse qui est très jolie!	0	1	1	1	0
g1833139-d7211477-r282922737	concept étonnant au départ mais très éfficace car la cuisine est bonne et l'endroit convivial!! le tartare est excélent et les frites maison sont a volonté pour un prix tout a fait convenable! très bien 	0	0	1	1	1
g187073-d1328515-r282975754	2 heures dattentes minumum aucun service et patronne execrable ! Tellement decu a deconseiller vivement !! Les anciens patrons navaient rien avoir, la patronne ny connait rien de rien en restauration 	0	1	0	0	0
g187073-d2234111-r233672137	situé dans la petite Venise avec terrasse au bord de l'eau, l'endroit semblait idéal pour cette journée passée à Colmar. Puis nous avons été, disons, surpris par l'accueil. Un personnage assez dédaigneux nous a accueillis à contre cœur au vu de son attitude. Même si le repas fut assez copieux et bon, nous avons pas pris autant de plaisir que le lieu nous laissait espéré. Etait ce la fin de saison qui voulait cela? Hormis ce personnage, les autres personnes de ce restaurants furent courtoises et très affables.. dommage 	1	1	1	1	0
g187073-d2346663-r285268023	Au début c'était pas mal du tout puis petit à petit ca a baissé en qualité sans arrêts ! Le service est moyen, les plats également et les prix sont élevés par rapport à la qualité et à la quantité 	0	1	1	0	1
g187073-d2705770-r280684337	Nous sommes habitués de l'établissement depuis 3ans, et le restaurant ne fais que s'améliorer. La cuisine est travaillée et change régulièrement, le service est très professionnel, attentionné et charmant. Jamais déçus depuis 3 ans. Continuez !	0	1	1	0	0
g187073-d6353467-r248081497	Nous y sommes allés par hasard et n'avons pas été déçus! La chaleur de l'établissement et des serveurs contribuent à un bien-être certain!! Malgré le monde présent, nous avons été rapidement servis. La nourriture et le vin proposé étaient succulents. Nous y retournerons!	0	1	1	1	0
g187075-d1324447-r268262547	"Accueil minable ! Attente interminable ! Premier plat servi : insectes présents ! Nous alertons le personnel qui rejette la faute sur nous (insectes venant de l'extérieur). Nous laissons une seconde chance. Deuxième plat servi : encore des INSECTES. Réponse du personnel : "" Si vous ne vouliez pas d'insectes, il fallait manger à l'intérieur !"" Je déconseille fortement !"	0	1	0	0	0
g187075-d2494303-r273809197	Je mange rarement les plats du jour dans les restaurants où je me rends mais j'ai fais une exception cette fois ci. Les personnes avec qui je déjeunais ont commandé le pdj et j'ai donc fais comme eux histoire de ne pas nous retarder. Celui-ci était d'un excellent rapport qualité/prix et très bon en plus. L'accueil fait par la patronne est toujours souriant et sympathique et le service dynamique et professionnel. Connaissant bien la cuisine de son mari je ne suis pas étonné de la qualité du plat du jour. Le cadre vient d'être rafraichi il y a quelques semaines et la maison à colombage qui abrite le restaurant a été rénovée également, bref : Que du positif.	0	1	1	1	1
g187075-d3489527-r254992608	"Petit restaurant au décor soigné, aux tables bien mises. L'accueil manque un peu de chaleur, le service qui suivra également. Les différents menus à base de ""Mezzés"" se ressemblent, les spécialités sont réussies pour certaines (hoummous, taboulé..), moins réussies pour d'autres comme par exemple la purée d'aubergine assez fade ou ces boulettes ayant un arrière goût ""brûlé"". Nous sommes dans le classique du genre avec peu de surprise et des prix plutôt élevés. Mention spéciale toutefois à la carte des vins (libanais) et au geste du restaurateur qui a offert une partie des desserts. Allons, une bonne soirée tout de même, mais un effort souhaité sur les goûts et saveurs méditerranéennes !"	0	1	1	1	1
g187077-d2250282-r285122402	A ne pas rater ! Excellent restaurant a tout point de vue le service la patronne très agréable les plats excellents le vin très bon ! Touristes de passage dans le coin nous y reviendrons sans hésiter une prochaine fois un des meilleurs restaurants fait depuis longtemps 	0	1	1	0	0
g187077-d3912314-r240787952	Bar tapas le soir, décoration changeante et parfois approximative. Les vins sont bons mais pas excellent, les tapas quand il y en a encore sont bonnes, heureusement que le personnel est sympathique.	0	1	1	1	0
g187077-d3984325-r265548233	Depuis longtemps je voulais pousser la porte de cet endroit dans la zone portuaire de Bayonne et voilà nous l'avons fait!!! La déco pourrait être revisité mais l'accueil est bon la prise de commande est rapide et très souriante. Les plats sont classiques mais corrects avec un prix qui l'est aussi.Vient ensuite l'ambiance musicale qui correspond à l'idée que l'on se fait de ses endroits . Bonne soirée passé dans ce lieu 	0	1	1	1	1
g187079-d3590623-r272464202	Viande de boeuf façon chewing gum, frites couleur marron foncé molles et baignant encore dans leur huile. Service austère. Que dire de plus? Nous avons rarement aussi mal mangé à Bordeaux.	0	1	1	0	0
g187079-d3724139-r275447636	Déjà il y a un gros loupé niveau hygiène :le cuisinier sort dehors avec ses gants puis retourne en cuisine sans les changer ... Ensuite, viande pas cuite et frites molles .... ( malade le lendemain) Le soir pas de menu donc ça revient super cher ( rapport qualité \prix on ne s'y retrouve pas à mon sens).	0	0	1	0	1
g187079-d817721-r260340034	La carte est originale et attractive et les produits de qualité, malheureusement la note est bien trop salée par rapport à l'expérience délivrée. En effet l'accueil plutôt lourd laisse place à un service manquant d'enthousisame et de sourire. Les plats sont très bons, bien cuisinés et présentés mais les tarifs des vins sont plutôt élevés et au final, la note s'avère en décalage avec l'expérience vécue (plus de 100€ à deux pour 1 entrée/2 plats/1 dessert avec vin et café), dans une ambiance vintage/rustique plutôt réussie, mais gâchée par une musique pop/variét sans lien avec la cadre et le concept, diffusée un peu trop fort pour un restaurant ou l'on souhaite passer un moment de calme et de détente.	0	1	1	1	1
g187079-d817721-r280565787	Mon coup de coeur de l'année 2014. Amateur de fromage, lorsque je suis descendu dans la cave à fromage, en accés illimité, avec plus de 200 fromages à goûter, je me suis cru au paradis pour 32€. Ajouter à cela une binne salade aux noix et du pain au figues, au lardons et j'en passe, plus un service sympa, j'ai passé un excellent moment à chaque passage ici (ma 1ère visite en a appelé d'autres). Possibilité de manger des plats à la carte sur la thématique du fromage. Très belle cave à vin. 20/20 pour ce resto 	0	1	1	0	1
g187087-d1054346-r272330658	Un restaurant pour une soirée étape très sympa avec une réception accueillante. Simple mais efficace pour un repas du soir , à découvrir mais le midi cela doit être bien.	0	1	0	0	0
g187087-d1068283-r209933922	Nous étions cinq pour repas d'affaire tout c'est très bien passé nous avons tous trouvé nos plats excellents, nous reviendrons avec plaisir.	0	0	1	0	0
g187087-d3727373-r237692994	Venus, comme chaque année depuis très longtemps, pour mon anniversaire, j'avais réservé sur internet. Nous arrivons, le responsable ne nous trouve pas sur les réservations. Il nous dit qu'il ne regarde plus internet...Pourquoi proposer l'option dans ce cas ????? Et nous case où il peut... Pain du buffet cramé, on nous dit que c'est normal...Une serveuse d'un certain âge très très désagréable et pressée de voir partir les clients, même pas fini l'entrée, on nous emmène le plat, et je ne vous dit pas les réflexions d'un gôut douteux. Ca a beaucoup changé, nous n'y remettrons plus les pieds.....	0	1	1	0	0
g187091-d1325827-r240732814	"Cela faisait 15 ans que j était pas revenu Très déçu: Salle tres bruyante Serveuse très spécial Repas très moyen pas de sauce même en n en demandant à la serveuse réponse de la serveuse ""ce soir c est la dèche "" Repas pas tres bien présenté Digestion compliqué le lendemain tous mes amis et moi même..."	0	1	1	1	0
g187091-d1327273-r194284231	Service très très long, la patronne qui raconte sa vie alors que le restaurant est bondé et que tout le monde attend, des erreurs dans les plats, du bruit dans les cuisines, etc. Nous nous sommes fait livrer plusieurs fois et nous n'avons jamais été déçus mais le service sur place est déplorable... Pourtant les plats sont bons et la déco sympa.	0	1	1	1	0
g187091-d2221132-r263477843	"Invité pour un dîner professionnel (groupe de 20 personnes) on nous a présenté ce restaurant comme une bonne adresse de la ville. C'est donc avec l'eau à la bouche que nous avons été reçus dans cet établissement. Menu complet de très bon rapport qualité/prix (produits proposés, cuisson et présentation des assiettes) et service rapide mais il faut améliorer quelques points pour être un bon restaurant : entretien des appareils sanitaires dans la ""salle d'eau"", chaleur de l'accueil et choix des vins proposés (je viens juste de voir sur tripadvisor qu'il s'agissait d'un bar à vins, je n'ai pas compris le concept alors) "	0	1	1	0	1
g187091-d3464501-r235318144	Petit restau suggéré par une amie, on ne regrette pas l''expérience ! Produits frais, plats proposés en fonction de l'arrivage, menu concis mais plats extrêmement savoureux. A recommander absolument.	0	0	1	0	0
g187091-d5025303-r276491720	Vraiment une adresse à retenir pour les amateurs de viande , une entrecôte qui fond dans la bouche , une sauce simple mais goûteuses et un verre de vin de bonne qualité. Vraiment je recommande chaudement cette adresse.	0	0	1	0	0
g187095-d1872852-r270870454	J'ai tout aimé ... :-) Accueil et service sont agréables et efficaces Tous les plats sont bons avec une mention spéciale pour le cassoulet breton  Restaurant bondé le midi mieux vaut arriver tôt	0	1	1	0	0
g187095-d1954560-r227348486	Accueil glacial, à peine installés et la carte en main que l'on vient prendre commande. Comptez trois quarts d'heure pour avoir uniquement le plat. D'ailleurs plat qui nous est grossièrement transmit de mains à mains. Je n'appelle pas ça un service digne d'un restaurants. Une viande qui n'est pas cuite comme à notre demande : saignante et non à point comme demandé. Aucune commande de dessert n'a été prise après une demie heure d'attente à la fin du plat. Nous avons donc décidés de partir sans dessert ! Départ aussi désagréable que l'accueil. Déçus de notre soirée car j'ai connu cette taverne sous de meilleurs jours. Beaucoup trop onéreux pour la qualité des plats. Un rapport qualité/prix qui se passe donc de commentaire. Je déconseille +++ .	0	1	1	0	1
g187095-d2489564-r275289811	Nous avons rarement mangé des pizza aussi médiocres... pas cuites, mal garnies,... AFFREUX!!! à déconseiller!!!	0	0	1	0	0
g187095-d3747513-r268495052	Très bon restaurant .Repas effectué le midi en groupe Service assez rapide vu le nombre de table,assiette bien remplie,personnel sympa choix suffisant Un resto très sympa	0	1	1	0	0
g187103-d1327074-r281100867	endroit décontracté simple. sans prétention mais un moment agréable avec des amis pour un rapport qualité prix imbattable  très bonne paella ( pour les connaisseurs ) oui grillée dans le fond comme à Barcelone tapas copieuses et bonnes viandes excellentes pour les amateurs  patron atypique mais à connaître. très à l écoute !!	0	1	1	1	1
g187103-d2329304-r282963974	1ère fois que le service n'est pas à la hauteur de la cuisine dans les restos que je fréquente à Rennes, dommage. Carte des vins sympa, on me refuse de corriger le tir sur un verre de vin servi plus généreusement précédemment (à 5,90€ le verre, le comportement du patron (?) est décevant). La viande est bonne, bien cuite comme demandé. Les frites sont molles, dommage aussi, pour un resto qui sert des plats accompagnés de pommes de terre. Bref une formule à des prix corrects pour centre ville, un vrai potentiel mais absence de sens commerçant et des petits hics qui coincent...dommage encore, surtout de l'avoir fait à un commerçant des métiers de bouche du coin...	0	1	1	0	1
g187103-d2356006-r280461370	un bon petit resto qui sert d'excellentes pizzas ou d'autres petits plats pour ceux qui préfèrent débuter autre chose service tardif possible : pratique après un bon ciné bon accueil	0	1	1	0	0
g187111-d2221139-r258427248	Un patron qui pourrait être un cas d'école dans les écoles d'hôtellerie. Il ne dit pas bonjour, baisse la tête, ne vous regarde dans pas dans les yeux et donne ce sentiment que vous le dérangez. Je me suis permis de le remercier pour le service et de m'excuser de le déranger pendant son travail. Il m'a répondu que ça l'ennuyait de travailler un dimanche. Je vis à Dijon et c'est bien la dernière fois que j'y mets les pieds.	0	1	0	0	0
g187111-d2385660-r284846850	"Nous apprécions toujours de nous restaurer ""à l'italienne"" dans ce tout petit resto dijonnais. Mais la dernière fois, c'était un peu moins bien : la pâte à pizza était difficile à couper, ne faudrait-il pas que le patron achète de nouveaux couteaux, car ceux d'IKEA laissent à désirer pour ce gendre de plats. Et toujours aussi difficile de venir manger sans avoir réservé !"	0	0	1	0	0
g187111-d3423656-r282520762	"Sur la place du Bareuzay, symbolique de Dijon, une agréable terrasse. La carte est banale, avec une option ""plats bourguignons"" classiques. Carte des vins très limitée en choix aussi bien en quantité qu'en qualité. Nous avons pris une andouillette sauce dijonnaise à la moutarde et son accompagnement de frites et une andouillette avec petits légumes et purée. L'andouillette qui n'était pas une 5A était excellente, les frites, légumes et purée également. Globalement satisfaisant. Rien à reprocher au service si ce n'est la hâte de fermer la boutique !"	1	1	1	1	0
g187111-d5533894-r241388800	Sur la forme : l'établissement est plutôt bien décoré, lumineux et agréable, tout à fait dans le style américain. Le responsable est souriant et accueillant, même s'il en fait parfois un peu trop, mais c'est mieux comme ça. Sur le fond : j'y suis allé 2 fois dans les 3 derniers mois pour manger un hamburger et franchement le contenu de l'assiette n'est pas à la hauteur du prix et c'est véritablement sur ce point que se situe le problème. Les hamburgers sont vendus entre 12 et 16 euros ce qui est beaucoup trop pour des préparations très industrielles : pain durci par la cuisson, pas de légumes dans le sandwich et frites qui ne sont pas faites maison. En résumé cet établissement c'est un peu comme le Canada Dry, ça ressemble mais ça n'en est pas....	0	1	1	1	1
g187122-d2219300-r244953567	Une ancienne expérience dans cet établissement en 2013 m'a donné envie d'y retourner Si l'accueil et le cadre sont agréables, ne soyez pas pressé, 2h30 pour les menus du jour, ça commence à faire En plus 7 euros 50 pour deux oeufs mimosa sans fioritures est tout simplement du vol Je vous passe les plats tièdes et sans saveur appuyée Le café offert ne peux pas tout effacer Donc déçu de ma seconde expérience, mon porte monnaie s'en souviendra	0	1	1	1	1
g187122-d2253489-r276554003	Nous avons déjeuné dans ce restaurant en famille. Le cadre est convivial, le personnel y est agréable. La carte est généreuse. Ayant pu goûter à la crêpe montagnarde, celle-ci est copieuse et bien garni. Le cidre, pas qu'exceptionnel, est frais et s'accompagne bien. Quand au prix, je ne les trouve pas excessif quand à la qualité des plats servi. A faire en famille, en couple ou entre amis 	0	1	1	1	1
g187122-d2277420-r286816327	la décoration très sympa. l'endroit a une lumière feutré, c'est très agréable et très relaxant. la cuisine est très bonne. le service est nickel.	0	1	1	1	0
g187122-d3253908-r246575372	très déçu : Vaisselle, décor un peu vieillot. Toiles d'araignées, nappe pas très nette. Côté repas nous avons dû réclamer deux fois pour avoir le vin que nous avions pris en apéritif. Le vin n'a pas été servi à la bonne température. De beaux verres auraient été appréciés pour boire un bon vin. Pour le plat le serveur nous avait dit que la viande était servie avec une sauce au foie gras, nous n avons pas retrouvé le goût du foie gras car en fait c'était une sauce au vin qui masquait complètement le foie gras. Pour le dessert farandole de desserts : rien d'extraordinaire que des classiques avec beaucoup de crème au beurre. En revanche vous ne ressortez pas avec la faim car c'est copieux. En conclusion bien trop cher pour ce que nous avons mangé : manque d originalité et le service n est pas à la hauteur.	0	1	1	1	1
g187140-d1322541-r286192533	On ne peut dire que du bien de ce restaurant. Le cadre est tout simplement incroyable / le menu unique a 36 euros vous fait découvrir quelques plats typiques corses.... Attention menu pantagruélique... De la bonne cuisine de grand mère qui tient au corps. Et pour couronner le tout de sympathique serveurs a l accent prononcé avec toujours un brin d humour. Franchement...quand on vient du pays basque... On apprécie la chaleur Corse comme ça ! Bravo 	0	1	1	1	0
g187140-d1323739-r259481225	Pas terrible. Pizza sèche, très peu d'ingrédients et un bord énooorme tout sec pour la Regina bianca. Ça ne vaut certes pas le prix...	0	0	1	0	1
g187140-d2066610-r265781517	Petit endroit sympa pour manger pendant notre escale de 2h après notre balade en bateau. Le repas était correct pour une escale rapide,le patron très sympathique et le paysage magnifique.	1	1	1	0	0
g187140-d4734576-r284845256	Vraiment horrible certaines choses sont réchauffées, certaines pas cuites, on ne peut pas appeler ça de la cuisine! Vraiment nul!	0	0	1	0	0
g187143-d1327801-r268704148	"burgers excellents, on est accro dès qu'on a gouté. Le ""complet"" est fameux, à la hauteur du ""samourai"" de son concurrent le bigban. Cela me manque! unique à Besançon. En plus le cuisinier est adorable. A emporter uniquement."	0	1	1	0	0
g187143-d1334240-r221037683	"Oui, on est prévenu , Oui c'est frais, Oui, c'est plutôt cuit à point Mais après : La complexité annoncée des plats, elle est ou ? Ce n'est pas à tomber par terre Il y peut y avoir des sauces ""sur etagere"" dans les plats cuisines Bref, rien qui justifie 3 heures à table pour 2 plats pour 4 personnes, si ce n'est un bon moyen de se démarquer des autres restaus Viêt/thaï . De la bonne com !"	0	1	1	0	0
g187143-d1764397-r245318896	Accueil zero REFUS DU PASSTIME alors qu'ils sont dedans et prévenu à la réservation et en arrivant. C'est une BELLE ARNAQUE !!!! On s'est fait INSULTER par le responsable le 20 décembre 2014 c'est INADMISSIBLE !!!! Dommage pour les patrons qui perdent du monde à cause de l'employé qui se prend pour un patron justement ! Un jeune serveur très sympa je le plaint ! ADIEU !!! 	0	1	0	0	0
g187143-d3895071-r258653920	Le cadre est vraiment sympathique et la déco très agréable ce qui contraste avec le peu d'amabilité d'une des serveuses assez désagréable et passée maître dans l'art de faire des réflexions à la clientèle. L'autre serveuse étant, pour sa part , très gauche dans le service. Et pour parfaire le tout la musique très forte de l'espace lounge empêche toute conversation entre les convives ce qui est dommage car la cuisine est bonne dans son ensemble hormis les desserts qui nous ont été vendus comme desserts maison mais qui semblent plutôt sortir de chez Metro ou autres fournisseurs restauration! Pour conclure la carte comporte quelques fautes d'orthographe. Il suffirait de peu de chose pour améliorer l'ensemble.	0	1	1	1	0
