id	hotel	review_type	review	tokens
p438	budjet	positif	Emplacement chambre	chambre emplacement
n438	budjet	negatif	Diversifier le petit déjeuner	diversifier petit-dejeuner
p439	budjet	positif	très bien situé très bon accueil  propre et non bruillant	accueil bruillant situer propre
n439	budjet	negatif	manque de parking	manque parking
p440	budjet	positif	L 'emplacement, petit déjeuner sur place. Personnel accueillant.	personnel place petit-dejeuner emplacement accueillant
n440	budjet	negatif	Manque un rideau ou porte de douche. Manque portes seviettes.	porte porte_de_douche manque rideau seviettes
p441	budjet	positif	Très bon emplacement Personnel très sympathique	sympathique emplacement personnel
p442	budjet	positif	la localisation	localisation
n442	budjet	negatif	la chambre insonorisée	chambre insonoriser
p443	budjet	positif	l’emplacement est excellent, très bonne option pour dormir à La Rochelle	option excellent dormir rochelle emplacement
n443	budjet	negatif	rien à dire	
p444	budjet	positif	Très bon emplacement avec vue sur le vieux port Bon rapport qualité/prix	rapport_qualite-prix vue emplacement vieux_port
n444	budjet	negatif	Pas très bonne isolation entre les chambres  Le bon emplacement peut etre aussi un inconvénient au moment de la sortie des bars à 2h...	NUMh isolation inconvenient bar sortie chambre moment emplacement
p445	budjet	positif	emplacement	emplacement
n445	budjet	negatif	salle de bain minuscule	salle_de_bain minuscule
p446	budjet	positif	Personnel très accueillant, hôtel très bien situé	accueillant hotel situer personnel
n446	budjet	negatif	La plus petite salle de bain au monde ! Impossible de s'asseoir sur les WC sans que les genoux touchent le mur !	wc impossible petit asseoir monde mur genou salle_de_bain
p447	budjet	positif	literie salle de bain	literie salle_de_bain
n447	budjet	negatif	manque de climatisation fenêtre ouverte trop de bruit fenêtre fermée trop chaud	climatisation bruit chaud fermer fenetre manque
p448	budjet	positif	l'emplacement ,service souriant	souriant emplacement service
n448	budjet	negatif	pas de bombe à la baignoire	bombe baignoire
p449	budjet	positif	.. La situation de l'hôtel... devant le port et sa bonne insonorisation !	port hotel insonorisation situation
n449	budjet	negatif	¹j'aurais apprécié unPetit dej plus complet... jus frais ou fruit frais.. laitage .. fromage...	¹j laitage fromage apprecier dejeuner fruit frais complet unpetit jus
p450	budjet	positif	Hôtel très bien situé en centre ville. Propre, personnel très agréable	agreable hotel personnel situer centre-ville propre
p451	budjet	positif	Très belle vu, emplacement idéal!	ideal emplacement
n451	budjet	negatif	Salle d’eau en mauvaise état et sans VMC! Les chambres ne sont pas équipées de climatisation…	climatisation salle_de_eau vmc equiper chambre mauvais
p452	budjet	positif	L'emplacement idéal	ideal emplacement
n452	budjet	negatif	L'amabilité du personnel, le bruit devant l'hôtel la nuit	hotel bruit personnel amabilite nuit
p453	budjet	positif	Aimable Situé personnel trèsBien	tresbien personnel situer aimable
p454	budjet	positif	Très bien placé	place
n454	budjet	negatif	Trop chaud car pas de clim donc obligé d'ouvrir la fenêtre mais impossible de dormir avec le bruit des passants ivrent.	ivrent bruit impossible clim chaud obliger fenetre dormir passant
p455	budjet	positif	Le personnel est très accueillant	accueillant personnel
n455	budjet	negatif	L’aération de la chambre est elle optimisée ?	chambre aeration optimiser
p456	budjet	positif	Dans le centre	centre
p457	budjet	positif	Chambre fonctionnelle et propre, personnel disponible et agréable, emplacement idéal en face du port, le balcon spacieux, ascenseur.	agreable ascenseur personnel fonctionnel spacieux propre port chambre balcon ideal face disponible emplacement
n457	budjet	negatif	Pas de climatisation ni de ventilateur avec la canicule, impossibilité d’ouvrir la fenêtre pendant la nuit car il y a trop du bruit à l’extérieur toute la soirée jusqu’au matin.	climatisation impossibilite bruit canicule matin fenetre nuit soiree exterieur ventilateur
p458	budjet	positif	L accueil  La vue L isolation phonique	isolation_phonique vue accueil
p459	budjet	positif	Emplacement. Petit déjeuner avec la gentillesse du personnel.	gentillesse personnel emplacement petit-dejeuner
n459	budjet	negatif	La douche pas très pratique	douche pratique
p460	budjet	positif	L emplacement de l hôtel , à peine à 10 minutes à pieds depuis la gare. Ma chambre face aux deux tours !	pied tour hotel NUM peiner gare chambre minute face emplacement
p461	budjet	positif	L'emplacement Lit confortable	confortable emplacement lit
n461	budjet	negatif	Établissement viellot	etablissement viellot
p462	budjet	positif	Chambre trop petite pour une familles	chambre famille petit
p463	budjet	positif	Situation idéale avec une vue magnifique sur le vieux port de La Rochelle. Personnel sympathique et arrangeant. Chambre spacieuse, très propre, literie confortable, beau balcon.	magnifique situation personnel confortable rochelle sympathique arrangeant vue spacieux propre balcon chambre literie ideal vieux_port
p464	budjet	positif	Proximité du port et du centre ville .grande chambre ,double vitrage ,en fait 2 fenêtres !	vitrage proximite double grand NUM fenetre centre-ville port chambre
n464	budjet	negatif	Hôtel rénové il y a quelques années ........,déco absente ,distribution de la chambre non fonctionnelle ,équipement de la salle de bains médiocre (la prise électrique pour le rasoir se trouve ......dans le couloir !,le bac à douche n'est pas d'aplomb avec les rebords .....,pas de lavabo dans les toilettes (séparées, ça bon point ) et pas de fermeture à la porte ! petit déjeuner : un peu chiche sur la fourniture du pain ,de la quantité d'eau (!) pour le thé ,7 euros à améliorer !	rebord hotel couloir mediocre absent aplomb bac douche toilette renover lavabo deco equipement the NUM point fourniture petit-dejeuner porte electrique trouver eau quantite prise distribution fermeture rasoir euro pain fonctionnel annee chambre salle_de_bain separer ameliorer
p465	budjet	positif	Petit déjeuner très bien  Proche du départ du marathon	marathon depart petit-dejeuner
p466	budjet	positif	L’hôtel est vraiment très bien placé, à proximité du vieux port et à un prix abordable.	hotel proximite prix abordable place vraiment vieux_port
n466	budjet	negatif	Cependant, impossible d'activer le chauffage (on a essayé à de multiples reprises), et même en tentant de s'adresser à un membre du personnel, rien n'a changé. De plus, la chambre possédait un bain mais impossible d'en faire couler un (pas de bouchon à baignoire) donc gros bémol....	tentant chauffage bouchon impossible adresser membre personnel activer bain baignoire reprise essayer changer gros chambre bemol couler posseder
p467	budjet	positif	Super emplacement.	super emplacement
n467	budjet	negatif	Mauvaise isolation phonique inter chambre et couloir.	inter couloir isolation_phonique chambre mauvais
p468	budjet	positif	la situation géographique est génial pour les sortir nocturne, à proximité de tout. le personnel est très agréable, chambre propre avec tout ce dont nous avions besoin	agreable situation personnel geographique proximite besoin genial sortir propre chambre nocturne
p469	budjet	positif	Petit déjeuner bien	petit-dejeuner
n469	budjet	negatif	La salle de bain pas de rideau de douche ça pose des problèmes d eau partout  Toilette colle à la baignoire Bemolpour le manque de stationnement du centre ville très chere	pose baignoire partout probleme bemolpour toilette chere rideau_de_douche eau manque centre-ville stationnement salle_de_bain colle
p470	budjet	positif	Hôtel très bien placé avec une vue superbe sur le port. Personnel aimable et serviable. Chambre très correcte ainsi que la propreté. Nous le recommandons aisément.	recommander hotel personnel proprete serviable aimable place correct vue port chambre aisement superbe
n470	budjet	negatif	RAS	rien_a_signaler
p471	budjet	positif	Ascenseur pour monter les valises, nettoyage très propre, personnel à l'écoute	valise ascenseur ecoute monter personnel nettoyage propre
n471	budjet	negatif	Matelas très dur compliqué de trouver le sommeil, voir intensité des éclairages	complique matelas sommeil trouver intensite eclairage dur
p472	budjet	positif	L'emplacement 'la vue avec petit balcon	vue petit emplacement balcon
n472	budjet	negatif	La salle de bain douche à refaire	salle_de_bain douche refaire
p473	budjet	positif	très agréable	agreable
n473	budjet	negatif	l’accueil le petit déjeuner	accueil petit-dejeuner
p474	budjet	positif	Chambre avec vue sur le port donc très sympa quand on aime l'animation, ce qui est notre cas. Réceptionniste serviable excellent rapport qualité/prix	receptionniste aimer rapport_qualite-prix serviable cas excellent animation vue port chambre sympa
n474	budjet	negatif	Le petit déjeuner, un morceau de gros pain (pas terrible) et un croissant, nous sommes habitués à plus de diversités et d'une autre qualité la salle d'eau est exiguë, mais compte tenu du prix nous n'allons pas nous plaindre	plaindre salle_de_eau pain habituer prix croissant compte tenu terrible qualite diversite gros exigu morceau petit-dejeuner
p475	budjet	positif	Emplacement idéal face au vieux port, proche des quais d embarquement, promenades à pied, restaurants, centre ville. Insonorisation parfaite avec la rue tardivement très bruyante. Personnel présent et attentionné. Balcon et vue sur le port.	rue present parfait quai vue centre-ville balcon port pied face insonorisation emplacement attentionne restaurant embarquement ideal vieux_port tardivement bruyant personnel promenade
n475	budjet	negatif	Chambre assez petite mais fonctionnelle	chambre fonctionnel petit
p476	budjet	positif	La situation de l établissement	etablissement situation
n476	budjet	negatif	Très bon établissement juste la salle d eau avec WC un peu petit mais le personnel très aimable j y reviendrais	revenir wc petit salle_de_eau personnel etablissement aimable
p477	budjet	positif	Emplacement de choix en hypercentre	hypercentre choix emplacement
n477	budjet	negatif	Chaleur. Bruit. Toilettes a peine fonctionnelles	bruit chaleur toilette fonctionnel peiner
p478	budjet	positif	Chambre grande et propre. Lit king size très confortable et personnel très très sympathique et accueillant	lit personnel confortable grand sympathique propre chambre accueillant kingsize
n478	budjet	negatif	Manque juste un petit frigo pour être parfait	manque frigo parfait petit
p479	budjet	positif	l emplacement et les grands lits	grand emplacement lit
n479	budjet	negatif	pas de chance pour nous car nous sommes tombés en week-end de la finale de rugby donc très bruyant la nuit jusqu'à 6 heures du matin	rugby finale bruyant matin week-end NUM heure tomber chance nuit
p480	budjet	positif	Un super WE en famille, l'hôtel est très bien situé. On fait tout à pied. On avait pris une chambre familiale avec un bon rapport qualité/prix. Le personnel est gentil, les lits et le ménage dans la salle de bain sont faits chaque jour. Le petît déj est tout à fait correct. On est arrivés un peu avant l'heure, on nous a autorisés à laisser nos valises. On reviendra !	hotel lit gentil jour famille revenir super pied arriver situer correct menage petit pris heure dej valise personnel rapport_qualite-prix week-end autoriser familiale chambre salle_de_bain
p481	budjet	positif	Salle de bain, double vitrage, responsable très agréable et commercial	vitrage agreable responsable double commercial salle_de_bain
n481	budjet	negatif	Rien	
p482	budjet	positif	L'emplacement avec vue sur le vieux port	vue emplacement vieux_port
n482	budjet	negatif	Très très très bruyant Aucune insonorisation	bruyant insonorisation
n483	budjet	negatif	Salle de bain tres vétuste. Les photos ne correspondent pas à la réalité !	photo realite correspondre vetuste salle_de_bain
p484	budjet	positif	Personnel très sympathique, ça compense un peu avec les très faibles prestations des chambres de l’hôtel. Lit confortable. En plein centre, très bien situé.	hotel personnel lit compenser confortable situer sympathique faible chambre centre prestation
n484	budjet	negatif	Booking m’a indiqué que l’établissement avait répondu favorablement à une demande particulière (lit bébé) alors que ce n’était pas le cas, pas de lit bébé sur place. Il semble qu’il y ait eu des travaux mais les finitions ne sont pas là : traces de trous bouchés sans peinture, peinture écaillée sur plinthes, bouton poussoir des WC qui ne correspond pas au toilettes (juste posé, impossible de le visser car non compatible), aucune patère pour accrocher les serviettes, savon moussant uniquement dans la baignoire, baignoire sans pare-baignoire et un seul petit tapis de douche pour toute la SDB. Les deux oreillers proposés sont très épais et durs (c’est très personnel comme goût je le reconnais).	ecailler booking lit serviette peinture parer reconnaitre uniquement wc oreiller bouton toilette trace favorablement trou poser compatible poussoir dur petit finition demande accrocher place savon correspondre gout boucher cas tapis_de_douche patere indique repondre impossible baignoire etablissement personnel visser bebe travail epais moussant salle_de_bain plinthe proposer
p485	budjet	positif	emplacement agreable	agreable emplacement
n485	budjet	negatif	odeur en rentrant dans la chambre venant du placard  trou dans drap hygiène salle de bain laisse à désirer petit dejeuner sans jus d'orange par rapport aux autres clients + croissant de la veille certainement	drap placard desirer orange rentrant veille trou client petit-dejeuner laisse odeur venant hygiene certainement rapport chambre salle_de_bain jus croissant
n486	budjet	negatif	Les toilettes sales, le sol mal nettoyé. Le placard rempli de coussins posés au sol, pas de crochet pour la serviette de toilette	remplir crochet sol mal toilette sale placard coussin poser nettoyer
p487	budjet	positif	Emplacement	emplacement
n487	budjet	negatif	L accueil, équipement minimum, le petit déjeuner pain de la veille et croissants mous petit carré de beurre et confiture pas de serviettes pas de soucoupe.	veille petit pain serviette confiture mou equipement minimum carre beurre soucoupe accueil croissant petit-dejeuner
p488	budjet	positif	Emplacement	emplacement
n488	budjet	negatif	Pas de climatisation  Toilette collé à la baignoire manque de place obligé de ce mettre sur le côté  Impossible de prendre la douche sans mettre de l’eau partout Impossible de dormir avec les fenêtres ouvertes trop bruyant dehors	climatisation impossible baignoire prendre partout mettre bruyant toilette obliger dormir place manque cote eau fenetre douche colle
p489	budjet	positif	Super emplacement et bien isolé avec les fenêtres fermées	super isole fermer fenetre emplacement
n489	budjet	negatif	Le sol collant dans la chambre et salle de bain, mauvaise odeur dans la salle de bain. Chambre qui à besoin d'un rafraîchissement. Remarque d'un membre du personnel pas indispensable	sol membre indispensable personnel odeur collant besoin remarque rafraichissement chambre salle_de_bain mauvais
p490	budjet	positif	L'emplacement formidable avec vue sur le port	vue formidable emplacement port
n490	budjet	negatif	la propreté pas de place pour se garer parking complet et trop loin équipement minimaliste mousse pour se laver les mains au lavabo qui fait office de gel douche et shampoing salubrité des locaux	laver main minimaliste proprete loin gel mousse lavabo place equipement shampoing garer local complet douche salubrite office parking
n491	budjet	negatif	Chambre sale surtout les sanitaires. Bruyant avec l'emplacement. Accès assez petit il ne faut pas être Claustrophobe. Les sanitaires collés à la baignoire on passait à peine les jambes. Pas de clim	petit baignoire jambe bruyant clim sale coller acces peiner claustrophobe chambre falloir sanitaire emplacement
p492	budjet	positif	L'emplacement est idéal car a porté de tout et le service de menage est très regulier	menage porte regulier service ideal emplacement
n492	budjet	negatif	-les matelas sont durs comme du béton  - les chambres ne sont pas assez insonorisées (on entendez les spectacles de rue jusque environ 23h) - il n'y a pas de rideau de douche dans la baignoire	NUMh rue matelas baignoire spectacle insonoriser entendre rideau_de_douche beton chambre dur
p493	budjet	positif	emplacement bien , chambre (plafond humide, sdb minuscule, bruit de nuit déménagement de meubles, vie nocturne des résidents, télé, chasse d'eau... : insupportable) nous vivons tous dans la même chambre ...	tele demenagement humide bruit vivre resident vie nocturne plafond meuble eau insupportable nuit chambre salle_de_bain minuscule emplacement chasse
n493	budjet	negatif	pas assez d'insonorisation	insonorisation
n494	budjet	negatif	Très bruyant!	bruyant
p495	budjet	positif	Hôtel très bien situé	hotel situer
n495	budjet	negatif	Difficultés à l'ouvrir la porte de la chambre très lourde	chambre lourde difficulte porte
p496	budjet	positif	Ça va...	
n496	budjet	negatif	Établissement pas du tout isolé, résultat, impossible de se reposer, ( énormément de bruit de la chambre voisine!!!!)	bruit impossible voisin etablissement isole reposer chambre resultat enormement
n497	budjet	negatif	la salle de bain est hors d’âge! odeur désagréable, joints douteux dans la douche.	odeur joint douche douteux salle_de_bain age desagreable
p498	budjet	positif	Emplacement idéal	ideal emplacement
n498	budjet	negatif	Moucherons dans la chambre  Aucun dialogue possible avec le personnel pour rester 1h de plus dans la chambre le jour du départ	NUMh personnel moucheron jour dialogue chambre depart
p499	budjet	positif	lit confortable, équipement dans la salle de bain (serviette, ...)	lit serviette confortable equipement salle_de_bain
n499	budjet	negatif	hotel sur le port, proche des bars et donc trop bruyant la nuit impossible de dormir	hotel impossible bar bruyant dormir nuit port
p500	budjet	positif	L’emplacement et la vue sur le port. L’accès au balcon. Le calme de l’hôtel (mais peu de fréquentation)	hotel acces vue balcon port frequentation emplacement calme
n500	budjet	negatif	Le style un peu vieillot, les défauts dans la chambre (parquet abîmé, pomme de douche encrassée, lunette de WC qui ne tient pas, volets a l’ancienne) Manque de propreté. Poussières dans les coins et les luminaires.	wc style proprete pomme_de_douche luminaire coin abime poussiere encrasser lunette ancien manque parquet vieillot chambre defaut volet
p501	budjet	positif	Personnel accueillant et disponible	accueillant disponible personnel
n501	budjet	negatif	standing très moyen hôtel rénovation nécessaire	hotel standing necessaire moyen renovation
p502	budjet	positif	Emplacement sur le vieux port, au top, balcon avec une vue imprenable sur les tours (magnifique) Literie confortable. Prix correct pour l'emplacement.	magnifique tour top prix confortable correct vue balcon imprenable literie emplacement vieux_port
n502	budjet	negatif	Hôtel dans son jus, qui aurait besoin d'une bonne rénovation. Très mauvaise odeur dans l'entrée et les escaliers. Téléviseurs qui ont 15 ans, dont la télécommande ne fonctionne pas et le son par intermittence. Luminaire dans la chambre qui s'allume a chaque fois une personne passe dans le couloir (bizarre)	hotel escalier couloir besoin telecommande intermittence luminaire NUM televiseur fonctionner mauvais bizarre allumer odeur passe an renovation entree chambre jus
p503	budjet	positif	la vue de la chambre	chambre vue
n503	budjet	negatif	tout le reste	
p504	budjet	positif	Bien situé. Proche de toutes les commodités. Lit confortable.	commodite situer confortable lit
n504	budjet	negatif	Chambre sommaire.  Petit déjeuner sommaire. La douche ne tenait pas accrochée. Sèche-cheveux grillé. Aucun échantillon (shampooing ...). Pas de klenex.	klenex echantillon sommaire accrocher shampooing grille chambre douche seche-cheveux petit-dejeuner
p505	budjet	positif	Insonorisation pas terrible entendre les voisins faire leur ebats amoureux avec les cris qui vont avec nous étions en famille !!!!	voisin cri amoureux ebats entendre terrible famille insonorisation
p506	budjet	positif	La personne de l'accueil adorable. La proximité du centre ville et du port. Toilettes séparées	adorable proximite toilette centre-ville port separer accueil
n506	budjet	negatif	L'insonorisation des chambres, les clients qui ne respectent rien	chambre respecter client insonorisation
p507	budjet	positif	L'emplacement	emplacement
n507	budjet	negatif	Les chambres ne sont pas entretenues, portes cassées, fil électriques qui sortent du mur, tapisserie du couloir qui tombe.	porte couloir electrique casser entretenir tapisserie tombe mur sortir chambre fil
n508	budjet	negatif	L’aération est insuffisante, il fait trop chaud dans la chambre	chambre chaud insuffisant aeration
p509	budjet	positif	La chambre relativement grande L'emplacement face au quai	quai grand chambre face emplacement
n509	budjet	negatif	Les WC pas propres Le bruit permanent dans l'hôtel : mal isolé La lumière du hall de la chambre qui s'allume et s'éteint automatiquement toute la nuit malgré la porte fermée	automatiquement eteint hotel wc bruit hall isole allumer porte mal fermer permanent chambre nuit propre lumiere
p510	budjet	positif	Vue sur le port	vue port
n510	budjet	negatif	Bruit et chaleur	bruit chaleur
p511	budjet	positif	l'emplacement et l'amabilité du personnel.	amabilite emplacement personnel
n511	budjet	negatif	1 Un rafraichissement plus moderne s'impose. 2 Beaucoup de bruit venant de l'extérieur, en particulier la nuit. Mais c'est le revers de la médaille, car l'hôtel est placé à un endroit touristique très fréquenté. Très bonne isolation phonique lorsqu'on ferme les fenêtres, mais chaleur insupportable car pas de clim...	ferme hotel chaleur medaille revers isolation_phonique nuit exterieur insupportable NUM endroit frequente imposer bruit place venant clim moderne fenetre rafraichissement touristique
p512	budjet	positif	L’emplacement est parfait. Manque quelques équipements qui auraient l hotel plus accueillant…	hotel parfait equipement manque emplacement accueillant
n512	budjet	negatif	La baignoire près des toilettes sans rideau pour séparer.. pas de porte serviettes. Pas de clim. Fallait choisir entre une chaleur étouffante fentre fermee ( double vitrage) ou bruit excessif venant des animations du port..	chaleur serviette fermee animation rideau port falloir etouffant toilette double vitrage bruit porte excessif fentre venant choisir baignoire clim separer
p513	budjet	positif	L emplacement	emplacement
n513	budjet	negatif	Salle de douche très petite avec rideaux.  Lit tres mou	petit lit salle_de_douche mou rideau
p514	budjet	positif	bien situé, proximité du centre, belle vue, les plats sont assez bons	proximite situer vue plat centre
n514	budjet	negatif	la chambre est très en mauvais état, ça sent humide, la douche fonctionne très mal impossible de se laver	laver humide impossible mal chambre douche fonctionner mauvais
p515	budjet	positif	Rien	
n515	budjet	negatif	Très mal reçu , le ménage laisse à désirer, une chaleur étouffante pas de climatisation , dans la nuit impossible de dormir car énormément de bruit à l'extérieur malgré des doubles fenêtres. Le petit déjeuner passable .	climatisation menage bruit impossible passable chaleur laisse etouffant mal doubler dormir fenetre nuit desirer exterieur petit-dejeuner recevoir enormement
p516	budjet	positif	l emplacement	emplacement
n516	budjet	negatif	pas de serviette pour les mains, pas de porte serviette, pas de savon, accès aux toilettes difficile, pas de Clim pas de ventilation , couchage inconfortable ( matelas trop ferme et oreiller dur)	main ferme inconfortable porte matelas oreiller clim serviette toilette savon acces difficile couchage ventilation dur
p517	budjet	positif	L’emplacement, plein cœur du centre ville de La Rochelle.  Personnel agréable.	agreable personnel rochelle coeur centre-ville emplacement
n517	budjet	negatif	Les chambres ne sont pas du tout insonorisées. Le manque de climatisation. Légère négligence des ouvrages et finitions (peintures, joints, plomberie).	climatisation leger ouvrage finition insonoriser joint peinture manque chambre plomberie negligence
p518	budjet	positif	je ai aimé son emplacement! en plein centre de La Rochelle. mais l'hotel en soi n'a rien accueillant . Pas de ventilateur ni air conditionné ! chambre étouffante.	emplacement hotel ventilateur etouffant rochelle chambre aime conditionne air centre accueillant
n518	budjet	negatif	l'attention. les équipements.	equipement attention
n519	budjet	negatif	aucune ventilation, pas d'air conditionne ou de ventilateurs	conditionner ventilation air ventilateur
p520	budjet	positif	Emplacement - en centre ville devant le port	port emplacement centre-ville
n520	budjet	negatif	En pleine canicule, même si la chambre n'était pas dotée de climatisation, c'était une fournaise car la fenêtre était grande ouverte en plein soleil à notre arrivée, pas de ventilateur à disposition (et oui;.. madame, il fait chaud voici la réponse du gérant) et même pas une bouteille d'eau (l'hôtel fait restaurant et brasserie !!). La chambre donne sur le centre ville avec du bruit jusqu'à très tard la nuit (prévoir bouchons oreilles !!) et le lit étant proche de la fenêtre, difficulté à l'ouvrir complètement. La salle de bain a une petite vmc, d'ou une fournaise supplémentaire.... donc à 3 dans cette chambre, difficile et heureusement pas d'enfant... Petit déjeuner ... peut mieux faire ...	hotel difficulte lit doter arrivee nuit disposition centre-ville prevoir soleil ventilateur climatisation bouchon canicule vmc NUM fournaise difficile gerant mieux petit-dejeuner supplementaire bruit petit completement restaurant chaud reponse grand eau oreille enfant bouteille madame heureusement brasserie fenetre tard chambre donne salle_de_bain
p521	budjet	positif	l’emplacement	emplacement
n521	budjet	negatif	pas de climatisation il faisait chaud et j’ai pas dormi de la nuit	climatisation chaud dormir nuit
p522	budjet	positif	Son emplacement.	emplacement
n522	budjet	negatif	La salle d’eau : wc, lavabo et douche. L’absence de climatisation.	climatisation wc salle_de_eau lavabo absence douche
p523	budjet	positif	Idéalement placé pour visiter le port et ses alentours immédiats. Accueil sympa. Parking surveillé à 14 euros jour à quelques minutes de là. L'accès à l'hôtel étant récemment condamné, n'hésitez pas à vous y rendre en véhicule pour décharger.	hotel acces jour recemment port minute decharger sympa surveiller immediat NUM vehicule visiter idealement parking place alentours accueil euro hesiter condamner
n523	budjet	negatif	Même si notre chambre est spacieuse et plutôt propre, il n'en demeure pas moins qu'il manque cruellement d'air et de fraîcheur. Impossible d'ouvrir la fenêtre la nuit à cause justement de son bel emplacement plébiscité par les oiseaux de nuit indélicats. Il est urgent et nécessaire d'investir dans un système d'aération, de ventilation digne de ce nom. Nuit blanche pour nous (enfants et adultes). Salle d'eau étouffante et exiguë.	oiseau digne nuit cause exigu adulte etouffant nom spacieux manque demeure urgent propre air emplacement indelicat necessaire enfant investir blanche ventilation impossible bel plebisciter fraicheur justement salle_de_eau fenetre systeme chambre cruellement aeration
p524	budjet	positif	la situation de l’hôtel sur le port	port hotel situation
n524	budjet	negatif	Pas de Clim. le bruit de la rue.	clim bruit rue
p525	budjet	positif	Hôtel très bien situé dans La Rochelle, conforme à la description, mais pas plus. Lit confortable. Bonne isolation du bruit.	isolation hotel bruit conforme lit situer confortable rochelle description
n525	budjet	negatif	A l'arrivée, il a fallut que j'insiste pour qu'ils prennent mes bagages, la chambre n'étant pas prête. Période de canicule, aucune mise à disposition d'eau fraîche, ni de ventilateur (la chambre n'étant pas climatisée) Je suis tombé malade durant mon séjour, j'ai prévenu l'établissement de ne pas faire passer la femme de ménage à 11h (heure de mon depart) mais d'attendre quelques heures pour aérer la chambre. La femme de ménage est venue à 10h45...	malade bagage arrivee disposition pret sejour falloir aerer frais NUMhNUM ventilateur femme venue canicule tomber insister menage prendre mise eau heure depart NUMh climatise etablissement prevenir chambre periode
p526	budjet	positif	la vue	vue
n526	budjet	negatif	pas de parking. hôtel en plein centre ville ,chambre sans clim par temps de canicule on ouvre la double isolation et on dispose du bruit de la rue jusque très tard dans la nuit dur de bien dormir .la chambre semblait très bricolée	isolation hotel bruit rue temps dur clim bricoler canicule double dormir ouvre nuit centre-ville tard chambre parking disposer
p527	budjet	positif	Chambre et literie	chambre literie
n527	budjet	negatif	Pas d'accueil, le personnel ne cherche pas à développer leur business. Situé dans le centre ville mais extrêmement bruyant toute la nuit.	cherche personnel bruyant situer developper nuit centre-ville accueil business extremement
p528	budjet	positif	Proximité du centre ville	proximite centre-ville
n528	budjet	negatif	Chambre spacieuse alors que salle de bain minuscule...on pouvait se laver assis aux toilettes...pommeau de douche obsolète.. Pas de clim et pas possibilité de laisser la porte fenêtre ouverte vu le balcon accessible à plusieurs chambres	laver porte clim toilette obsolete assis spacieux fenetre possibilite pommeau_de_douche balcon chambre salle_de_bain minuscule accessible
p529	budjet	positif	Emplacement sur le port Petit déjeuner correct  Personnel agréable	agreable personnel correct port emplacement petit-dejeuner
n529	budjet	negatif	Salle de bain à refaire intégralement, lavabo bouché …pas de douche mais baignoire à la limite dangereux, pas de tapis antidérapant !!! Pas de Clim ..	antiderapant baignoire bouche clim lavabo limite integralement douche dangereux tapis salle_de_bain refaire
p530	budjet	positif	Le positionnement géographique	geographique positionnement
n530	budjet	negatif	L’hygiène, l’accueil fait par le personnel assez désagréable.	hygiene accueil desagreable personnel
p531	budjet	positif	emplacement	emplacement
n531	budjet	negatif	bruit dans l’établissement notamment le matin tôt et mauvaise isolation entre les chambres.	isolation tot bruit etablissement matin chambre mauvais
p532	budjet	positif	La situation geographique	geographique situation
n532	budjet	negatif	Le bruit constant des fêtards la nuit, les cris, pas d’air climatisé alors obligéeb d’ouvtir la fenêtre	climatise bruit cri obligeeb ouvtir constant fetard fenetre nuit air
p533	budjet	positif	bien situé au bord du port et des restos	restaurant bord situer port
n533	budjet	negatif	un personnel limite aimable à l arrivée . .pas de bouchon dans la baignoire ni dans le lavabo . le lendemain matin nous descendons et demandons un p tit dej et là on nous dit sans sourire vous etes combien ?ben 5 ! ho non je n en ai plus que 3 . et celà malgré une pancarte dehors . sans oublier que la veille on voulait boire un verre on nous a dit ho non on ferme ! donc conclusion à FUIR !	ferme aimable oublier demander arrivee pancarte vouloir bouchon veille boire lavabo NUM verre etes petit-dejeuner sourire descendre conclusion limite baignoire personnel lendemain matin fuir ben
p534	budjet	positif	L emplacement	emplacement
n534	budjet	negatif	Le petit déjeuner 14 euros 1 café 1 croissant 1 pauvre morceau de pain et un jus d orange industriel	pauvre cafe euro morceau pain NUM industriel jus_de_orange croissant petit-dejeuner
p535	budjet	positif	L'hôtel est super bien situé. Un personnel accueillant et souriant ! Un petit déjeuner copieux.	super hotel souriant personnel situer copieux petit-dejeuner accueillant
n535	budjet	negatif	Pour 1 nuit ça passe, pour plusieurs je doute. Malheureusement les murs sont trop fins et on entend tout se qu'il se passe à côté (les conversations, les chasses d'eau, les douches).	chasse entendre NUM conversation mur cote eau malheureusement nuit fin douche doute passe
p536	budjet	positif	le personnel agréable et l’emplacement	agreable emplacement personnel
n536	budjet	negatif	impossible de régler le chauffage, moisissure sur le plafond, douche sans pression et qui met de l’eau partout	chauffage impossible partout mettre plafond pression eau moisissure regler douche
p537	budjet	positif	La vue , le lieux	lieu vue
n537	budjet	negatif	L'humidité dans la chambre , la douche sans aucune pression	humidite douche chambre pression
p538	budjet	positif	L’emplacement  L’isolation sonore avec l’extérieur	exterieur sonore isolation emplacement
n538	budjet	negatif	L’isolation sonore intérieure, on entendait tous ce que pouvait faire les voisins (vraiment tout)  La literie	isolation voisin sonore entendre interieur vraiment literie
p539	budjet	positif	Emplacement parfait en plein centre de La Rochelle	rochelle centre parfait emplacement
