Topic	annotator_1	annotator_2	sbert	w2v
Personnel	annotator_3@mail.com	annotator_10@mail.com	0.8223363	-0.014549263
Personnel	annotator_3@mail.com	annotator_11@mail.com	0.7912486	-0.11549617
Personnel	annotator_3@mail.com	annotator_12@mail.com	0.7873552	-0.01844818
Personnel	annotator_3@mail.com	annotator_13@mail.com	0.8152757	0.17949697
Personnel	annotator_4@mail.com	annotator_5@mail.com	0.8370488	0.4444541
Personnel	annotator_4@mail.com	annotator_6@mail.com	0.87274605	0.43938076
Personnel	annotator_4@mail.com	annotator_7@mail.com	0.8720799	0.449962
Personnel	annotator_4@mail.com	annotator_8@mail.com	0.8646189	0.35491952
Personnel	annotator_4@mail.com	annotator_9@mail.com	0.88613933	0.38672012
Personnel	annotator_4@mail.com	annotator_10@mail.com	0.8916263	0.554511
Personnel	annotator_4@mail.com	annotator_11@mail.com	0.8974727	0.6470032
Personnel	annotator_4@mail.com	annotator_12@mail.com	0.8848194	0.37614593
Personnel	annotator_4@mail.com	annotator_13@mail.com	0.8929483	0.3457708
Personnel	annotator_5@mail.com	annotator_6@mail.com	0.8584054	0.26011652
Personnel	annotator_5@mail.com	annotator_7@mail.com	0.8558606	0.35554573
Personnel	annotator_5@mail.com	annotator_8@mail.com	0.86699164	0.038782142
Personnel	annotator_5@mail.com	annotator_9@mail.com	0.84069145	0.35399368
Personnel	annotator_5@mail.com	annotator_10@mail.com	0.85969007	0.48996577
Personnel	annotator_5@mail.com	annotator_11@mail.com	0.85202146	0.43063197
Personnel	annotator_5@mail.com	annotator_12@mail.com	0.8556279	0.36398727
Personnel	annotator_5@mail.com	annotator_13@mail.com	0.850454	0.22542205
Personnel	annotator_6@mail.com	annotator_7@mail.com	0.9105903	0.374538
Personnel	annotator_6@mail.com	annotator_8@mail.com	0.85722196	0.19902797
Personnel	annotator_6@mail.com	annotator_9@mail.com	0.9174886	0.4144118
Personnel	annotator_6@mail.com	annotator_10@mail.com	0.8791733	0.4569721
Personnel	annotator_6@mail.com	annotator_11@mail.com	0.91119164	0.61593777
Personnel	annotator_6@mail.com	annotator_12@mail.com	0.91797537	0.39930123
Personnel	annotator_6@mail.com	annotator_13@mail.com	0.8725672	0.22361581
Personnel	annotator_7@mail.com	annotator_8@mail.com	0.8464503	0.10269973
Personnel	annotator_7@mail.com	annotator_9@mail.com	0.9340632	0.64856374
Personnel	annotator_7@mail.com	annotator_10@mail.com	0.94582343	0.7162899
Personnel	annotator_7@mail.com	annotator_11@mail.com	0.92313856	0.6955078
Personnel	annotator_7@mail.com	annotator_12@mail.com	0.89684343	0.53419656
Personnel	annotator_7@mail.com	annotator_13@mail.com	0.9022248	0.5470919
Personnel	annotator_8@mail.com	annotator_9@mail.com	0.86082804	0.1367225
Personnel	annotator_8@mail.com	annotator_10@mail.com	0.85445464	0.11130553
Personnel	annotator_8@mail.com	annotator_11@mail.com	0.8466655	0.21062317
Personnel	annotator_8@mail.com	annotator_12@mail.com	0.8340388	0.05566643
Personnel	annotator_8@mail.com	annotator_13@mail.com	0.8653861	0.052227437
Personnel	annotator_9@mail.com	annotator_10@mail.com	0.9178086	0.66021985
Personnel	annotator_9@mail.com	annotator_11@mail.com	0.90783143	0.60110086
Personnel	annotator_9@mail.com	annotator_12@mail.com	0.9084889	0.663637
Personnel	annotator_9@mail.com	annotator_13@mail.com	0.89544076	0.39418763
Personnel	annotator_10@mail.com	annotator_11@mail.com	0.9217658	0.71755123
Personnel	annotator_10@mail.com	annotator_12@mail.com	0.8904058	0.49738598
Personnel	annotator_10@mail.com	annotator_13@mail.com	0.9077964	0.5394367
Personnel	annotator_11@mail.com	annotator_12@mail.com	0.9189799	0.5675708
Personnel	annotator_11@mail.com	annotator_13@mail.com	0.8887184	0.39775428
Personnel	annotator_12@mail.com	annotator_13@mail.com	0.8954294	0.48053685
